roster_year,player_number,first_name,last_name,year,position1,height,weight,home_town,state_or_country,high_school,alternative_school,college,college_league,bio_link,is_starter,accolade
2014,21,Mike,Koegel,Sophomore,Midfielder,5'10,175,Kirkville,NY,Chittenango High School,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=10907,,
2013,1,Mike,Lansing,Sophomore,Goalkeeper,6'4,185,Randolph,NJ,Randolph,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1197,,Second Team
2014,1,Mike,Lansing,Junior,Goalkeeper,6'4,181,Randolph,NJ,Randolph,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1663,,
2015,1,Mike,Lansing,Senior,Goalkeeper,6'4,181,Randolph,NJ,Randolph,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1929,,
2013,25,Mike,LaRose,Sophomore,Back,,170,Cranford,NJ,Seton Hall Prep,St. John's,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2250,N,
2014,25,Mike,LaRose,Junior,Back,,170,Cranford,NJ,Seton Hall Prep,St. John's,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2224,Y,
2015,25,Mike,LaRose,Senior,Back,,170,Cranford,NJ,Seton Hall Prep,St. John's,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2196,Y,
2013,5,Mike,Leone,Freshman,Defender,5'9,170,Saint Clair Shores,MI,De La Salle Collegiate High School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3399,Y,
2014,5,Mike,Leone,Sophomore,Defender,5'9,170,Saint Clair Shores,MI,De La Salle Collegiate High School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3424,N,
2015,5,Mike,Leone,Junior,Defender,5'9,170,Saint Clair Shores,MI,De La Salle Collegiate High School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3452,N,
2011,22,Mike,Lobben,Freshman,Defender,6'0,170,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1603,,
2012,22,Mike,Lobben,Freshman,Defender,6'0,170,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1987,N,
2013,22,Mike,Lobben,Junior,Defender,6'0,170,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=2580,N,
2014,26,Mike,Lobben,Junior,Defender,5'11,179,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=3053,Y,
2015,26,Mike,Lobben,Senior,Defender,6'0,185,Glen Head,NY,Chaminade High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=3666,Y,
2009,24,Mike,Manella,Redshirt,Defender,5'8,150,Toluca Lake,CA,The Buckley School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3295,,
2010,24,Mike,Manella,Junior,Midfielder,5'8,150,Toluca Lake,CA,The Buckley School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3322,,
2011,24,Mike,Manella,Senior,Midfielder,5'8,150,Toluca Lake,CA,The Buckley School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3350,Y,
2008,17,Mike,Marino,Sophomore,Forward,6'2,190,Fort Washington,PA,Springside Chestnut Hill Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/mtt/baker_ryan00.html,N,
2009,17,Mike,Marino,Sophomore,Forward,6'2,190,Fort Washington,PA,Springside Chestnut Hill Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2009-10/bios/abaie_zach,N,
2010,17,Mike,Marino,Junior,Forward,6'2,190,Fort Washington,PA,Springside Chestnut Hill Academy,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,N,
2009,1,Mike,Mauro,Freshman,Goalkeeper,6'3,180,Bristol,CT,USAFA Prep School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3560,,
2008,12,Mike,Mazzullo,Freshman,Defender,6'1,170,Yonkers,NY,Fordham Preparatory School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=3280,,
2009,12,Mike,Mazzullo,Sophomore,Defender,6'1,170,Yonkers,NY,Fordham Preparatory School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=4177,,
2010,12,Mike,Mazzullo,Junior,Defender,6'1,170,Yonkers,NY,Fordham Preparatory School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=5067,Y,Honorable Mention
2011,12,Mike,Mazzullo,Senior,Midfielder,6'1,170,Yonkers,NY,Fordham Preparatory School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=5675,Y,Second Team
2006,12,Mike,McTigue,Freshman,Defender,6'3,175,Tuckahoe,NY,Fordham Preparatory School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2408,,
2014,21,Mike,Moshier,Freshman,Forward,5'5,138,Morristown,NJ,Delbarton School,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1677,,
2015,21,Mike,Moshier,Sophomore,Forward,5'5,138,Morristown,NJ,Delbarton School,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1932,,
2011,27,Mike,Nichols,Junior,Goalkeeper,6'0,175,Rockingham,NC,Richmond Senior,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=2704,N,
2012,30,Mike,Nichols,Senior,Goalkeeper,6'0,175,Rockingham,NC,Richmond Senior,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=3126,N,
2008,3,Mike,Porcelli,Sophomore,Forward,,191,West Islip,NY,West Islip,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5523,Y,
2008,26,Mike,Reese,Freshman,Defender,6'2,170,Wallingford,PA,Strath Haven High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=1614,,
2009,26,Mike,Reese,Sophomore,Defender,6'2,170,Wallingford,PA,Strath Haven High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=2421,N,
2010,26,Mike,Reese,Junior,Defender,6'2,170,Wallingford,PA,Strath Haven High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3225,Y,
2011,26,Mike,Reese,Senior,Defender,6'2,170,Wallingford,PA,Strath Haven High School,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3812,Y,First Team
2009,11,Mike,Reidy,Freshman,Midfielder,5'7,,Webster,NY,Webster Thomas,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=2435,Y,Second Team
2010,11,Mike,Reidy,Sophomore,Midfielder,5'7,150,Webster,NY,Webster Thomas,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3226,Y,
2011,11,Mike,Reidy,Junior,Midfielder,5'7,150,Webster,NY,Webster Thomas,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=3813,Y,
2012,11,Mike,Reidy,Senior,Midfielder,5'7,150,Webster,NY,Webster Thomas,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=4766,Y,First Team
2013,16,Mike,Roberge,Freshman,Forward,5'11,165,Murrysville,PA,Franklin Regional High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2497&path=msoc,N,
2014,16,Mike,Roberge,Sophomore,Forward,5'11,165,Murrysville,PA,Franklin Regional High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2470&path=msoc,N,
2015,16,Mike,Roberge,Junior,Forward,5'11,170,Murrysville,PA,Franklin Regional High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4385&path=msoc,Y,
2016,16,Mike,Roberge,Senior,Forward,5'11,170,Murrysville,PA,Franklin Regional High School,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4764&path=msoc,Y,
2006,9,Mike,Seamon,Freshman,Forward,6'1,175,Rahway,NJ,Union Catholic,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2685,Y,
2007,9,Mike,Seamon,Sophomore,Forward,6'1,175,Rahway,NJ,Union Catholic,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2664,Y,
2008,8,Mike,Seamon,Junior,Midfielder,6'1,165,Rahway,NJ,Union Catholic,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2638,Y,
2009,8,Mike,Seamon,Senior,Forward,6'1,175,Rahway,NJ,Union Catholic,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2611,Y,
2008,9,Mike,Worden,Junior,Forward,6'0,165,Silver Spring,MD,Montgomery Blair,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/mtt/baker_ryan00.html,Y,
2009,9,Mike,Worden,Junior,Forward,6'0,165,Silver Spring,MD,Montgomery Blair,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2009-10/bios/abaie_zach,Y,First Team
2010,9,Mike,Worden,Senior,Forward,6'0,165,Silver Spring,MD,Montgomery Blair,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,Y,
2018,15,Mikey,Stockley,Freshman,Midfielder,6'0,160,Alpharetta,GA,Alpharetta High School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5537,,
2009,21,Milan,Tica,Freshman,Defender,6'4,200,Schereville,IN,Morgan Park Academy,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2009-10/bios/armbrust_scott,Y,
2010,21,Milan,Tica,Sophomore,Defender,6'4,200,Schereville,IN,Morgan Park Academy,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2010-11/bios/alers_nick_owd2,Y,
2011,21,Milan,Tica,Junior,Defender,6'4,200,Schereville,IN,Morgan Park Academy,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2011-12/bios/alers_nick_owd2,Y,
2012,21,Milan,Tica,Senior,Defender,6'4,200,Schererville,IN,Morgan Park Academy,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2012-13/bios/alers_nick_o7i0,Y,
2008,25,Miles,Brewer,Freshman,Midfielder,6'0,175,Warwick,Bermuda,Tabor Academy,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5487,N,
2009,25,Miles,Brewer,Sophomore,Midfielder,6'0,175,Warwick,Bermuda,Tabor Academy,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=104,N,
2018,16,Miles,Fenton,Freshman,Midfielder,5'11,159,Wilmslow,England,Wilmslow H.S.,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2018-19/bios/fisher_max_oo32,Y,
2017,21,Miles,Franklyn,Freshman,Forward,6'3,175,Teaneck,NJ,Bergen Catholic High School,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=13869,N,
2015,19,Miles,Robinson,Freshman,Defender,6'2,185,Arlington,MA,Arlington High School,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=12051,Y,All-Freshman Team
2016,19,Miles,Robinson,Sophomore,Defender,6'2,185,Arlington,MA,Arlington High School,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=12907,Y,First Team
2006,0,Milos,Kocic,Freshman,Goalkeeper,6'4,195,Leskovac,Serbia,Vojislav Nikolajevic,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2404,,
2007,27,Ming,Wong,Freshman,Midfielder,5'8,143,Hong Kong,China,Hong Kong International School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2760,,
2008,34,Ming,Wong,Sophomore,Midfielder,5'8,143,Hong Kong,China,Hong Kong International School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2731,,
2018,25,Miro,Everaert,Freshman,Goalkeeper,6'0,160,Washington,D.C.,Washington International School,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=9352&path=msoc,,
2008,1,Misha,Rosenthal,Junior,Goalkeeper,6'3,185,Miami,FL,Gulliver Prep,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2610&path=msoc,Y,
2009,1,Misha,Rosenthal,Senior,Goalkeeper,6'3,185,Miami,FL,Gulliver Prep,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2583&path=msoc,Y,
2009,13,Mitch,Johnson,Freshman,Midfielder,6'0,180,Dublin,OH,Dublin Coffman High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3002&path=msoc,N,
2010,5,Mitch,Johnson,Sophomore,Midfielder,6'0,180,Dublin,OH,Dublin Coffman High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2973&path=msoc,Y,
2011,5,Mitch,Johnson,Junior,Defender,6'0,184,Dublin,OH,Dublin Coffman High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2942&path=msoc,N,
2012,5,Mitch,Johnson,Senior,Defender,6'0,180,Dublin,OH,Dublin Coffman High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2915&path=msoc,N,
2009,,Mitch,Justice,Redshirt,Forward,5'10,155,Ashville,NC,West Henderson,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3286,,
2009,29,Mitch,Justus,Redshirt,Forward,5'10,155,Ashville,NC,West Henderson,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3293,,
2010,14,Mitch,Kim,Freshman,Defender,,195,Sammamish,WA,Skyline,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3547,,
2011,8,Mitch,Kim,Sophomore,Defender,,195,Sammamish,WA,Skyline,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3516,,
2012,8,Mitch,Kim,Junior,Defender,,195,Sammamish,WA,Skyline,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3492,,
2013,8,Mitch,Kim,Senior,Defender,,190,Sammamish,WA,Skyline,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3466,,
2011,27,Mitch,Kupstas,Freshman,Goalkeeper,6'1,185,Suwanee,GA,Peachtree Ridge,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3345,,
2012,27,Mitch,Kupstas,Sophomore,Goalkeeper,6'0,175,Suwanee,GA,Peachtree Ridge,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3374,N,
2013,27,Mitch,Kupstas,Junior,Goalkeeper,6'0,175,Suwanee,GA,Peachtree Ridge,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3398,N,
2014,27,Mitch,Kupstas,Senior,Goalkeeper,6'0,175,Suwanee,GA,Peachtree Ridge,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3423,Y,
2018,23,Mitch,MacDonald,Sophomore,Defender,6'2,183,Troy,MI,Troy,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4754,,
2012,18,Mitch,Wagner,Freshman,Forward,6'1,195,Horseheads,NY,Taft School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2012-13/bios/alers_nick_o7i0,N,
2013,18,Mitch,Wagner,Sophomore,Forward,6'1,195,Horseheads,NY,Taft School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2013-14/bios/albrecht_henry_x63h,N,
2014,18,Mitch,Wagner,Junior,Forward,6'1,195,Horseheads,NY,Taft School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2014-15/bios/albrecht_henry_pjjd,N,
2013,30,Mitchell,Auer,Freshman,Goalkeeper,6'5,205,Columbus,OH,Dunlap High School,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4327,,
2014,30,Mitchell,Auer,Sophomore,Goalkeeper,6'5,205,Columbus,OH,Dunlap High School,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4300,,
2015,30,Mitchell,Auer,Junior,Goalkeeper,6'5,205,Columbus,OH,Dunlap High School,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4275,N,
2016,30,Mitchell,Auer,Senior,Goalkeeper,6'5,205,Columbus,OH,Dunlap High School,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4250,N,
2015,0,Mitchell,Kupstas,Graduate,Goalkeeper,6'0,175,Suwanee,GA,Peachtree Ridge,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=210147121&DB_OEM_ID=4200&Q_SEASON=2015,N,
2014,20,Mitchell,Meyer,Freshman,Goalkeeper,5'11,155,Hinsdale,IL,Hinsdale Central,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=39834&path=msoccer,,
2015,1,Mitchell,Meyer,Sophomore,Goalkeeper,5'11,155,Hinsdale,IL,Hinsdale Central,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=41375&path=msoccer,,
2016,1,Mitchell,Meyer,Junior,Goalkeeper,5'11,155,Hinsdale,IL,Hinsdale Central,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=42616&path=msoccer,,
2017,20,Mitchell,Meyer,Senior,Goalkeeper,5'11,155,Hinsdale,IL,Hinsdale Central,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=43860&path=msoccer,,
2016,7,Mo,Adams,Freshman,Midfielder,5'6,165,Nottingham,England,Dianogly City Academy,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=12910,Y,Third Team
2016,7,Mo,Adams,Freshman,Midfielder,5'6,165,Nottingham,England,Dianogly City Academy,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=12910,Y,All-Freshmen Team
2017,7,Mo,Adams,Sophomore,Midfielder,5'6,165,Nottingham,England,Dianogly City Academy,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=13853,Y,Second Team
2008,11,Moe,Kelli,Junior,Midfielder,5'10,160,Atlanta,GA,Pace Academy,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=1323,N,
2009,11,Moe,Kelli,Senior,Midfielder,5'10,160,Atlanta,GA,Pace Academy,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=1726,N,
2016,27,Mohamed,Abdelhamid,Freshman,Goalkeeper,6'1,177,Fort Lee,NJ,Fort Lee High School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=10489,,
2017,0,Mohamed,Abdelhamid,Sophomore,Goalkeeper,6'2,185,Fort Lee,NJ,Fort Lee High School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=11663,,
2018,0,Mohamed,Abdelhamid,Junior,Goalkeeper,6'2,195,Fort Lee,NJ,Fort Lee High School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=14755,N,
2017,24,Mohamed,Abdourahman,Sophomore,Midfielder,,170,Dubai,U.A.E.,Wellington International School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2148,N,
2018,24,Mohamed,Abdourahman,Senior,Midfielder,6'0,170,Dubai,U.A.E.,Wellington International School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=6394,N,
2018,29,Mohamed,Omar,Freshman,Midfielder,6'3,182,Toronto,Ontario,Berkshire School,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4760,N,
2014,27,Mohammed,Moro,Freshman,Midfielder,5'9,145,Lakeville,CT,,The Hotchkiss School,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2812,Y,
2015,27,Mohammed,Moro,Sophomore,Midfielder,5'9,145,Lakeville,CT,,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=153,Y,
2016,27,Mohammed,Moro,Junior,Midfielder,5'9,145,Lakeville,CT,,The Hotchkiss School,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=8669,Y,
2017,27,Mohammed,Moro,Senior,Midfielder,5'9,145,Lakeville,CT,,The Hotchkiss School,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9589,Y,
2010,24,Monty,Sanders,Freshman,Midfielder,5'6,115,Temecula,CA,,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215807&DB_OEM_ID=33100&Q_SEASON=2010,Y,
2011,7,Monty,Sanders,Sophomore,Midfielder,5'6,115,Temecula,CA,,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215615&DB_OEM_ID=33100&Q_SEASON=2011,Y,
2012,7,Monty,Sanders,Junior,Midfielder,5'6,119,Temecula,CA,,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215653&DB_OEM_ID=33100&Q_SEASON=2012,Y,First Team
2013,7,Monty,Sanders,Senior,Midfielder,5'6,124,Temecula,CA,,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215781&DB_OEM_ID=33100&Q_SEASON=2013,Y,First Team
2006,15,Mor,Hanan,Freshman,Forward,5'10,160,Kiriat Ono,Israel,Ben Zvi High School,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=3008,,
2007,10,Mor,Hanan,Sophomore,Forward,5'10,160,Kiriat Ono,Israel,Ben Zvi High School,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2977,,
2008,10,Mor,Hanan,Junior,Forward,5'10,160,Kiriat Ono,Israel,Ben Zvi High School,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2949,,
2009,10,Mor,Hanan,Senior,Forward,5'10,160,Kiriat Ono,Israel,Ben Zvi High School,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2924,,
2015,18,Morgan,Hackworth,Freshman,Midfielder,5'10,150,Wallingford,PA,Strath Haven High School,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=12050,N,
2016,18,Morgan,Hackworth,Sophomore,Midfielder,5'10,150,Wallingford,PA,Strath Haven High School,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=12899,N,
2018,20,Morgan,Hebard,Freshman,Defender,6'2,190,Irvine,CA,Junipero Serra Catholic,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=13322&path=msoc,N,
2016,13,Morgan,Lussi,Freshman,Midfielder,5'10,150,Lutherville,MD,St. Paul's School,Lawrenceville School,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2167,N,
2017,13,Morgan,Lussi,Sophomore,Midfielder,5'10,150,Lutherville,MD,St. Paul's School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2141,Y,
2018,13,Morgan,Lussi,Junior,Midfielder,5'10,150,Lutherville,MD,St. Paul's School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=6406,Y,
2014,21,Morgen,Richards,Freshman,Midfielder,5'10,147,Mableton,GA,Campbell High School,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5357,N,
2007,10,Mostafa,Ebrahimnejad,Freshman,Midfielder,6'2,160,Columbia,MD,Hammond,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4461,Y,
2008,10,Mostafa,Ebrahimnejad,Sophomore,Midfielder,6'2,160,Columbia,MD,Hammond,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4435,Y,
