id,Roster_Year,Player_Number,First_Name,Last_Name,Year,Position1,Position2,Position3,Height,Weight,Home_Town,State_or_Country,High_School,Alternative_School,College,College_League,Bio_Link
6707,2017,9,Aidan,Peterson,Junior,Forward,,,6'0,160,Waxhaw,NC,Cuthbertson,Cuthbertson,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5672
6708,2017,20,Bratislav,Petkovic,Freshman,Forward,,,,,Ridgewood,NY,Maspeth,Maspeth,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12552
6709,2017,25,Zach,Schewe,Freshman,Goalkeeper,,,6'1,185,Marietta,GA,Westminster,Westminster,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5759
6710,2017,22,Sam,Steinberg,Freshman,Midfielder,,,,,Dix Hills,NY,Half Hollow Hills East,Half Hollow Hills East,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12553
6711,2017,31,Paul,Steingraber,Junior,Goalkeeper,,,6'2,,Harleysville,PA,Souderton Area,Souderton Area,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12543
6712,2017,4,Zarin,Tuten,Sophomore,Defender,,,6'4,,Round Rock,TX,Abbington Hill School,Abbington Hill School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12544
6713,2017,6,Doyle,Tuvesson,Senior,Forward,,,5'11,,Kennett Square,PA,Unionville,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12545
6714,2017,6,Henry,Balf,Senior,Midfielder,,,6'2,180,Beverly,MA,FC Bolts,FC Bolts,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9577
6715,2017,32,Nat,Ballard,Junior,Goalkeeper,,,6'3,165,London,England,Barnes Eagles,Barnes Eagles,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9578
6716,2017,14,Abe,Bibas,Junior,Back,,,6'0,175,Sunny Isles Beach,FL,Weston FC,Weston FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9579
6718,2017,27,Jonathan,Blaine,Freshman,Defender,,,,,Kutztown,PA,Northwestern Lehigh,Northwestern Lehigh,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12548
6719,2017,1,Joe,Bogan,Senior,Goalkeeper,,,6'3,,Germantown,MD,Northwest,Northwest,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12528
6720,2017,12,Tanner,Carlson,Junior,Defender,,,5'6,145,Woodbury,MN,Woodbury,Woodbury,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5655
6721,2017,10,Charlie,Caswell,Sophomore,Midfielder,,,5'10,175,Lakewood,CO,Lakewood,Lakewood,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5656
6722,2017,13,Nolan,Coulter,Sophomore,Defender,,,5'11,,Charleston,SC,Bishop England,Bishop England,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12530
6724,2017,4,Fintan,Devlin,Sophomore,Back,,,6'1,170,Trim,Ireland,Shelbourne FC,Shelbourne FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9582
6726,2017,10,Tommy,Dokho,Sophomore,Forward,,,5'8,,Royal Oak,MI,Royal Oak,Royal Oak,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12531
6727,2017,26,Tyler,Dressman,Freshman,Defender,,,,,Durham,NC,Charles E. Jordan,Charles E. Jordan,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12554
6728,2017,9,Simon,Enstrom,Junior,Forward,,,6'1,187,Huddinge,Sweden,AIK,AIK,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9583
6729,2017,27,Sawyer,Gaffney,Sophomore,Goalkeeper,,,6'3,190,Richmond,VA,Collegiate,Collegiate,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5663
6730,2017,15,Matthew,Gandier,Junior,Midfielder,,,6'3,180,Hastings,MN,Hastings,Hastings,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5664
6731,2017,11,Tommy,Garcia-Morillo,Junior,Midfielder,,,6'0,170,Key Biscayne,FL,Weston FC,Weston FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9585
6732,2017,2,Alex,Greene,Junior,Midfielder,,,5'6,,Flower Mound,TX,Flower Mound,Flower Mound,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12533
6733,2017,11,Oscar,Greene,Junior,Midfielder,,,5'5,,Flower Mound,TX,Flower Mound,Flower Mound,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12534
6735,2017,10,Callum,Johnson,Sophomore,Midfielder,,,5'9,155,New York,NY,New York Red Bulls Academy,New York Red Bulls Academy,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9587
6736,2017,18,Kevin,Klinkenberg,Senior,Defender,,,5'10,,Barrington,IL,Saint Viator,Saint Viator,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12535
6737,2017,19,Trevor,Koski,Freshman,Midfielder,,,,,Bethlehem,PA,Liberty,Liberty,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12549
6738,2017,23,Danny,Leszczynski,Sophomore,Defender,,,6'2,,Easton,CT,Hopkins School,Hopkins School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12536
6739,2017,17,Beto,Luna,Freshman,Midfielder,,,5'10,160,Palmetto Bay,FL,Weston FC,Weston FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9598
6740,2017,24,John,Marc Charpentier,Senior,Defender,,,6'2,,Silver Spring,MD,Albert Einstein,Albert Einstein,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12529
6743,2017,0,Ian,Marshall,Sophomore,Goalkeeper,,,6'0,,Roswell,GA,Centennial,Centennial,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12537
6744,2017,12,Blaise,Milanek,Freshman,Midfielder,,,,,Malvern,PA,Conestoga,Conestoga,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12551
6745,2017,3,Matt,Morana,Junior,Defender,,,5'8,,Shrewsbury,MA,Shrewsbury,Shrewsbury,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12539
6747,2017,14,Tatsu,Otani,Senior,Midfielder,,,6'0,,San Jose,CA,Lynbrook,Lynbrook,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12540
6748,2017,26,Jose,Palomo,Freshman,Back,,,6'0,190,San Salvador,El Salvador,Alainza FC U20,Alainza FC U20,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9600
6749,2017,21,Matthew,Peralta,Sophomore,Defender,,,5'9,,Weston,FL,Cypress Bay,Cypress Bay,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12541
6751,2017,19,Coleman,Richards,Junior,Midfielder,,,5'9,150,Charleston,SC,Academic Magnet,Academic Magnet,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5674
6752,2017,4,Seth,Rinkevich,Junior,Defender,,,6'2,175,Tampa,FL,HB Plant,HB Plant,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5675
6753,2017,16,Rafael,Salama,Junior,Midfielder,,,6'1,175,Madrid,Spain,Alcobendas FC,Alcobendas FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9592
6754,2017,0,Will,Smith,Sophomore,Goalkeeper,,,6'4,,Devon,PA,Conestoga,Conestoga,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12542
6755,2017,29,Elliot,Smith Hastie,Sophomore,Midfielder,,,5'10,160,Los Angeles,CA,Santa Monica United,Santa Monica United,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9593
6756,2017,5,Len,Zeugner,Junior,Back,,,6'4,190,Muenster,Germany,Borussia Dortmund,Borussia Dortmund,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9594
6757,2017,17,David,Zipkin,Senior,Midfielder,,,6'1,,Berwyn,PA,Conestoga,Conestoga,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=12546
6758,2019,11,Mateo,Alzate,Freshman,Midfielder,,,6'1,180,Huntington,NY,Huntington,Huntington,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6684
6759,2019,1,Sawyer,Gaffney,Junior,Goalkeeper,,,6'3,190,Richmond,VA,Collegiate,Collegiate,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6694
6760,2019,30,Lucas,Hauth,Freshman,Forward,,,6'3,175,Fleming Island,FL,Fleming Island,Fleming Island,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6695
6761,2019,14,Henry,Howell,Freshman,Defender,,,5'9,140,Bradenton,FL,Saint Stephen's,Saint Stephen's,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6696
6762,2019,25,Alan,Morales,Sophomore,Goalkeeper,,,6'0,180,Naples,FL,Seacrest Country Day,Seacrest Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6698
6763,2019,13,Jack,Wilson,Freshman,Defender,,,5'11,170,Savannah,GA,Savannah Country Day,Savannah Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6704
6764,2019,29,Stefane,Zemmali,Freshman,Defender,,,6'2,185,Atlanta,GA,North Atlanta,North Atlanta,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6705
6765,2019,21,Jackson,Bracy,Freshman,Forward,,,5'10,170,Johns Island,SC,Academic Magnet,Academic Magnet,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6685
6766,2019,16,Tavis,Braithwaite,Freshman,Defender,,,5'11,165,Concord,NC,Cox Mill,Cox Mill,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6686
6767,2019,7,Hugh,Chatham,Sophomore,Midfielder,,,5'9,165,Huntersville,NC,Hough,Hough,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6688
6768,2019,26,John,Dale,Junior,Midfielder,,,5'8,155,Seattle,WA,Roosevelt,Roosevelt,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6690
6769,2019,9,Jamie,DiLuzio,Sophomore,Midfielder,,,5'9,160,North Woodmere,NY,Lawrence,Lawrence,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6691
6770,2019,5,Quinn,Dudek,Sophomore,Forward,,,6'0,160,Malvern,PA,Episcopal Academy,Episcopal Academy,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6692
6771,2019,17,Louis,Evans,Junior,Defender,,,6'0,185,Christchurch,New Zealand,Christchurch,Christchurch,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6693
6772,2019,23,Malcolm,McCabe,Junior,Defender,,,5'7,155,Spring,TX,Klein,Klein,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6697
6773,2019,24,Jacob,Myers,Freshman,Midfielder,,,6'1,170,Saint Simons Island,GA,Frederica,Frederica,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6700
6774,2019,0,Zach,Schewe,Sophomore,Goalkeeper,,,6'1,185,Marietta,GA,Westminster,Westminster,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6701
6775,2019,22,Jaylen,Thompson,Junior,Midfielder,,,5'10,160,Virginia Beach,VA,First Colonial,First Colonial,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6702
6783,2008,20,Joe,Puleo,Freshman,Midfielder,Forward,,5'10,,Preston,PA,Chartiers Valley,Chartiers Valley,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4988
6785,2010,18,Chris,Pettiglio,Freshman,Midfielder,Forward,,5'10,155,Westford,MA,Bishop Guertin,Bishop Guertin,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1580
6786,2010,16,Amit,Aburmad,Junior,Midfielder,Forward,,5'6,165,Zofim,Israel,Mercer County CC,Mercer County CC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2892
6788,2012,24,George,Kaloudis,Freshman,Midfielder,Forward,,5'11,175,Charlotte,NC,Myers Park,Myers Park,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=2711
6789,2013,9,Alex,Feliciano,Junior,Midfielder,Forward,,5'11,165,Virginia Beach,VA,Kellam,Kellam,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3199
6790,2013,11,Chris,Pettiglio,Senior,Midfielder,Forward,,5'10,170,Westford,MA,Bishop Guertin,Bishop Guertin,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3212
6791,2013,24,George,Kaloudis,Sophomore,Midfielder,Forward,,6'0,165,Charlotte,NC,Myers Park,Myers Park,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3203
6793,2016,11,Oscar,Greene,Sophomore,Midfielder,Forward,,5'5,,Flower Mound,TX,Flower Mound,Flower Mound,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11623
6795,2016,20,Ned,Morrissett,Freshman,Midfielder,Forward,,5'10,162,Charlotte,NC,Charlotte Country Day,Charlotte Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4953
6797,2016,22,Nick,Facendo,Freshman,Midfielder,Forward,,5'9,,Freehold,NJ,Freehold,Freehold,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11635
6798,2016,6,Sean,MacLeod,Sophomore,Midfielder,Forward,,6'2,152,Troon,Scotland,Marr College,Marr College,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4767
6799,2017,6,Sean,MacLeod,Junior,Midfielder,Forward,,6'2,152,Troon,Scotland,Marr College,Marr College,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=9103
6800,2017,20,Ned,Morrissett,Sophomore,Midfielder,Forward,,5'9,175,Charlotte,NC,Charlotte Country Day,Charlotte Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5671
6802,2009,10,Joe,Puleo,Sophomore,Midfielder,Forward,,5'10,,Preston,PA,Chartiers Valley,Chartiers Valley,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5534
6803,2011,7,Amit,Aburmad,Senior,Midfielder,Forward,,5'6,165,Zofim,Israel,Mercer County CC,Mercer County CC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2866
6805,2015,3,Ben,Bates,Freshman,Midfielder,Forward,,5'7,,Sarasota,FL,Riverview High School,Riverview High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10746
6806,2015,17,Sean,MacLeod,Freshman,Midfielder,Forward,,6'2,154,Troon,Scotland,Marr College,Marr College,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4806
6808,2007,2,Christopher,Granger,Sophomore,Forward,Midfielder,,5'10,165,Lebanon,NJ,Immaculata,Immaculata,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4203
6810,2007,13,Kyle,Evans,Sophomore,Forward,Midfielder,,5'11,165,Seaville,NJ,Ocean City,Ocean City,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4202
6811,2007,10,Matthew,McNeil,Sophomore,Defender,Midfielder,,6'1,160,Phoenixville,PA,Owen J. Roberts,Owen J. Roberts,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4205
6812,2007,17,Yujin,Murata,Sophomore,Forward,Midfielder,,5'9,145,Tokyo,Japan,Western Reserve Acad.,Western Reserve Acad.,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4206
6813,2009,2,Jordie,Ciuffetelli,Sophomore,Defender,Midfielder,,5'7,,Unionville,PA,Unionville,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5530
6818,2011,14,Luke,Blades,Freshman,Defender,Midfielder,,5'9,140,Lakewood,OH,St. Ignatius,St. Ignatius,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1979
6819,2011,17,Stephen,Knox,Senior,Forward,Midfielder,,5'7,154,Arima,Trinidad,Fatima College (HS,Fatima College (HS,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3145
6820,2011,20,Garrett,Bostwick,Senior,Defender,Midfielder,,5'11,163,Cary,NC,Trinity Academy of Raleigh,Trinity Academy of Raleigh,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1959
6821,2011,15,John,Pace,Freshman,Defender,Midfielder,,6'0,180,Raleigh,NC,Broughton,Broughton,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1982
6823,2014,14,Luke,Blades,Senior,Defender,Midfielder,,5'7,150,Lakewood,OH,St. Ignatius,St. Ignatius,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3713
6824,2014,19,Jamie,Luchini,Junior,Forward,Midfielder,,6'2,,Wexford,PA,North Allegheny High School,North Allegheny High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9909
6825,2014,9,Conor,Smith,Sophomore,Forward,Midfielder,,5'9,,Sterling,VA,Gonzaga College High School,Gonzaga College High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9913
6827,2014,18,Kyle,Chin,Junior,Forward,Midfielder,,5'11,,Irvine,CA,Mater Dei High School,Mater Dei High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9903
6829,2015,23,Mark,Forrest,Freshman,Forward,Midfielder,,6'3,,Douglassville,PA,The Hill School,The Hill School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10748
6830,2015,7,Jack,Miskel,Sophomore,Forward,Midfielder,,5'10,,Ft. Lauderdale,FL,Saint Thomas Aquinas,Saint Thomas Aquinas,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10738
6832,2015,26,Tanner,Carlson,Freshman,Defender,Midfielder,,5'6,135,Woodbury,MN,Woodbury,Woodbury,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4298
6834,2015,19,Jamie,Luchini,Senior,Forward,Midfielder,,6'2,,Wexford,PA,North Allegheny High School,North Allegheny High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10736
6836,2015,9,Conor,Smith,Junior,Forward,Midfielder,,5'9,,Sterling,VA,Gonzaga College High School,Gonzaga College High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10740
6837,2015,9,Jess,Smith,Junior,Forward,Midfielder,,6'2,175,Little Rock,AR,Little Rock Christian Academy,Little Rock Christian Academy,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4289
6838,2018,7,Dawson,Berger,Freshman,Defender,Midfielder,,5'10,,Allentown,PA,Parkland,Parkland,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13065
6840,2018,10,Michael,Tahiru,Freshman,Forward,Midfielder,,5'8,,Accra,Ghana,Hebron Academy (Maine),Hebron Academy (Maine),Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13070
6841,2018,10,Charlie,Caswell,Junior,Forward,Midfielder,,5'10,175,Lakewood,CO,Lakewood,Lakewood,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6189
6843,2018,20,Ned,Morrissett,Junior,Forward,Midfielder,,5'9,175,Charlotte,NC,Charlotte Country Day,Charlotte Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6201
6844,2018,22,Rodolfo,Postigo,Senior,Back,Midfielder,,6'5,200,Caracas,Venezuela,Manhattan PSG 96,Manhattan PSG 96,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10327
6845,2018,3,Finnur,Vidarsson,Freshman,Defender,Midfielder,,6'1,165,Hafnarfjordur,Iceland,Commercial College of Iceland,Commercial College of Iceland,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6295
6846,2006,13,Kyle,Evans,Freshman,Forward,Midfielder,,5'11,165,Seaville,NJ,Ocean City,Ocean City,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=3152
6847,2006,19,Matthew,McNeil,Freshman,Defender,Midfielder,,6'1,160,Phoenixville,PA,Owen J. Roberts,Owen J. Roberts,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=3155
6848,2006,17,Yujin,Murata,Freshman,Forward,Midfielder,,5'9,145,Tokyo,Japan,Western Reserve Acad.,Western Reserve Acad.,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=3156
6853,2006,2,Christopher,Granger,Freshman,Forward,Midfielder,,5'10,165,Lebanon,NJ,Immaculata,Immaculata,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=3153
6855,2008,14,Mark,Dangleis,Freshman,Defender,Midfielder,,5'8,,Monson,MA,Williston Northampton School,Williston Northampton School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4984
6857,2008,10,Matthew,McNeil,Junior,Defender,Midfielder,,6'1,160,Phoenixville,PA,Owen J. Roberts,Owen J. Roberts,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4874
6858,2008,2,Jordie,Ciuffetelli,Freshman,Defender,Midfielder,,5'7,,Unionville,PA,Unionville,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4983
6860,2010,20,Garrett,Bostwick,Junior,Defender,Midfielder,,5'11,167,Cary,NC,Trinity Academy of Raleigh,Trinity Academy of Raleigh,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1562
6865,2012,3,Kyle,Chin,Freshman,Forward,Midfielder,,5'11,,Irvine,CA,Mater Dei High School,Mater Dei High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4041
6866,2012,15,John,Pace,Sophomore,Defender,Midfielder,,5'10,180,Raleigh,NC,Broughton,Broughton,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=2706
6867,2012,14,Luke,Blades,Sophomore,Defender,Midfielder,,5'7,145,Lakewood,OH,St. Ignatius,St. Ignatius,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=2695
6868,2012,12,William,Grace,Freshman,Forward,Midfielder,,5'9,,Crofton,MD,Archbishop Spalding High School,Archbishop Spalding High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4044
6870,2012,19,Jamie,Luchini,Freshman,Forward,Midfielder,,6'2,,Wexford,PA,North Allegheny High School,North Allegheny High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4048
6871,2013,18,Kyle,Chin,Sophomore,Forward,Midfielder,,5'11,,Irvine,CA,Mater Dei High School,Mater Dei High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=6107
6873,2013,14,Luke,Blades,Junior,Defender,Midfielder,,5'7,150,Lakewood,OH,St. Ignatius,St. Ignatius,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3197
6874,2013,19,Jamie,Luchini,Sophomore,Forward,Midfielder,,6'2,,Wexford,PA,North Allegheny High School,North Allegheny High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=6114
6875,2013,25,Conor,Smith,Freshman,Forward,Midfielder,,5'9,,Sterling,VA,Gonzaga College High School,Gonzaga College High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=7025
6877,2016,16,Tommy,Dokho,Freshman,Forward,Midfielder,,5'8,,Royal Oak,MI,Royal Oak,Royal Oak,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11634
6878,2016,21,Matthew,Peralta,Freshman,Defender,Midfielder,,5'9,,Weston,FL,Cypress Bay,Cypress Bay,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11638
6879,2016,22,Rodolfo,Postigo,Sophomore,Defender,Midfielder,,6'5,200,Caracas,Venezuela,Manhattan PSG 96,Manhattan PSG 96,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=8671
6880,2016,26,John,Dale,Freshman,Defender,Midfielder,,5'8,160,Seattle,WA,Roosevelt,Roosevelt,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4957
6881,2016,7,Jack,Miskel,Junior,Forward,Midfielder,,5'10,,Ft. Lauderdale,FL,Saint Thomas Aquinas,Saint Thomas Aquinas,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11626
6882,2016,4,Zarin,Tuten,Freshman,Defender,Midfielder,,6'4,,Round Rock,TX,Abbington Hill School,Abbington Hill School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11640
6884,2017,22,Jaylen,Thompson,Sophomore,Forward,Midfielder,,5'10,155,Virginia Beach,VA,First Colonial,First Colonial,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=5676
6885,2017,22,Rodolfo,Postigo,Junior,Back,Midfielder,,6'5,200,Caracas,Venezuela,Manhattan PSG 96,Manhattan PSG 96,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9590
6886,2019,10,Charlie,Caswell,Junior,Forward,Midfielder,,5'10,175,Lakewood,CO,Lakewood,Lakewood,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6687
6887,2019,20,Ned,Morrissett,Junior,Forward,Midfielder,,5'9,175,Charlotte,NC,Charlotte Country Day,Charlotte Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6699
6888,2019,3,Finnur,Vidarsson,Freshman,Defender,Midfielder,,6'1,165,Hafnarfjordur,Iceland,Commercial College of Iceland,Commercial College of Iceland,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6703
