first_name,last_name,home_town,state_or_country,high_school,alternative_school,college,college_league,Public/Private/International,starter_count,accolade_count,latitude,longitude,roster_year,year,player_number,position,height,weight,bio_link
David,Barna,Easton,CT,Hopkins School,,Harvard University,IVY,PRIVATE,3,0,41.31898,-72.971701,"{2012,2013,2014,2011}","{Sophomore,Junior,Senior,Freshman}","{15,15,15,15}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'7,5'7,5'7,5'7}","{145,145,145,145}","{https://www.gocrimson.com/sports/msoc/2012-13/Bios/barna_david_cq2u,https://www.gocrimson.com/sports/msoc/2013-14/bios/barna_david_dumb,https://www.gocrimson.com/sports/msoc/2014-15/bios/barna_david_r08u,https://www.gocrimson.com/sports/msoc/2011-12/bios/david_barna}"
David,Gunter,Miami,FL,Christopher Columbus High School,,Loyola University Maryland,PATRIOT,PRIVATE,2,0,25.74164,-80.338611,"{2018,2017}","{Sophomore,Freshman}","{22,22}","{Forward,Forward}","{5'7,5'7}","{134,134}","{https://loyolagreyhounds.com/roster.aspx?rp_id=6404,https://loyolagreyhounds.com/roster.aspx?rp_id=2146}"
David,Louthan,Colorado Springs,CO,Air Academy High School,,Air Force Academy,WAC,PUBLIC,3,0,38.967994,-104.84588,"{2018,2016,2017}","{NULL,Sophomore,Junior}","{18,9999,18}","{NULL,Defender,Defender}","{6'2,6'2,6'2}","{185,185,185}","{https://goairforcefalcons.com/roster.aspx?rp_id=7374,https://goairforcefalcons.com/roster.aspx?rp_id=3387,https://goairforcefalcons.com/roster.aspx?rp_id=3330}"
David,May,Barrington,IL,Barrington High School,,Lafayette College,PATRIOT,PUBLIC,1,0,42.155939,-88.147481,{2006},{Freshman},{5},{Forward},{5'9},{150},{https://www.goleopards.com/roster.aspx?rp_id=3426}
David,Neumann,Pleasant Valley,NY,Arlington High School,,Syracuse University,ATLANTIC COAST,PUBLIC,3,0,41.673882,-73.797092,"{2010,2008,2011,2009}","{Sophomore,Freshman,Junior,Freshman}","{12,22,12,12}","{Defender,Midfielder,Defender,Defender}","{5'10,5'10,5'10,5'10}","{165,165,165,165}","{https://cuse.com/roster.aspx?rp_id=7665,https://cuse.com/roster.aspx?rp_id=4928,https://cuse.com/roster.aspx?rp_id=8496,https://cuse.com/roster.aspx?rp_id=6713}"
David,Warburton,Westminster,MD,Gerstell Academy,,Loyola University Maryland,PATRIOT,PRIVATE,4,0,39.51199,-76.903501,"{2013,2016,2015,2014}","{Freshman,Senior,Junior,Sophomore}","{5,5,5,5}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'11,5'11,5'11,5'11}","{166,166,166,166}","{https://loyolagreyhounds.com/roster.aspx?rp_id=2233,https://loyolagreyhounds.com/roster.aspx?rp_id=2160,https://loyolagreyhounds.com/roster.aspx?rp_id=2182,https://loyolagreyhounds.com/roster.aspx?rp_id=2210}"
Declan,McCabe,Weston,MA,The Rivers School,,Georgetown University,BIG EAST,PRIVATE,4,0,42.32427,-71.323571,"{2017,2015,2014,2016}","{Senior,Sophomore,Freshman,Junior}","{9,18,18,9}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'9,5'9,5'9,5'9}","{150,150,150,150}","{http://georgetown.sidearmsports.com/roster.aspx?rp_id=4206,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4269,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4293,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4234}"
Declan,Toomey,Ridgewood,NJ,Bergen Catholic High School,,College of the Holy Cross,PATRIOT,PRIVATE,2,0,40.95951,-74.048611,"{2017,2016}","{Sophomore,Freshman}","{16,16}","{Defender,Defender}","{6'2,6'2}","{194,185}","{https://goholycross.com/ViewArticle.dbml?ATCLID=210682000&DB_OEM_ID=33100&Q_SEASON=2017,https://goholycross.com/ViewArticle.dbml?ATCLID=210682000&DB_OEM_ID=33100&Q_SEASON=2016}"
Deji,Ogunnaike,Hockessin,DE,Charter School of Wilmington,,Harvard University,IVY,PUBLIC,0,0,39.753642,-75.587488,{2007},{Sophomore},{17},{Forward},{5'6},{155},{https://www.gocrimson.com/sports/msoc/2007-08/bios/Ogunnaike_Deji}
Demetrius,Shepard-Lewis,Laurel,MD,The Heights School,,Lafayette College,PATRIOT,PRIVATE,0,0,39.028373,-77.164695,{2018},{Freshman},{25},{Defender},{5'11},{175},{https://www.goleopards.com/roster.aspx?rp_id=3120}
Dennis,Pyetsukh,Dawsonville,GA,Dawson County High School,,Brown University,IVY,PUBLIC,1,0,34.413848,-84.103611,{2018},{Freshman},{31},{Forward},{6'3},{187},{https://brownbears.com/roster.aspx?rp_id=8742}
Dennis,Shannon,Denver,CO,Collegiate Academy of Colorado,,Davidson College,A-10,PUBLIC,0,0,39.566834,-105.113354,"{2008,2009}","{Freshman,Sophomore}","{25,7}","{Midfielder,Defender}","{5'11,5'11}","{133,141}","{https://davidsonwildcats.com/roster.aspx?rp_id=552,https://davidsonwildcats.com/roster.aspx?rp_id=991}"
Derek,Stenquist,Hudson,MA,The Rivers School,,Dartmouth College,IVY,PRIVATE,3,0,42.32427,-71.323571,"{2009,2006,2008,2007}","{Senior,Freshman,Junior,Sophomore}","{22,22,22,22}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'9,5'9,5'9,5'9}","{155,155,155,155}","{https://dartmouthsports.com/roster.aspx?rp_id=6470,https://dartmouthsports.com/roster.aspx?rp_id=3251,https://dartmouthsports.com/roster.aspx?rp_id=5313,https://dartmouthsports.com/roster.aspx?rp_id=4419}"
Desmond,Mitchell,Marietta,GA,Campbell High School,,Harvard University,IVY,PUBLIC,3,0,33.888868,-84.52589,"{2009,2008,2007}","{Senior,Junior,Sophomore}","{4,4,4}","{Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'10}","{155,155,155}","{https://www.gocrimson.com/sports/msoc/2009-10/bios/mitchell_desmond,https://www.gocrimson.com/sports/msoc/2008-09/bios/Mitchell_Desmond,https://www.gocrimson.com/sports/msoc/2007-08/bios/Mitchell_Desmond}"
Devon,Orben,Columbus,IN,Columbus North High School,,American University,PATRIOT,PUBLIC,1,0,39.224518,-85.909554,"{2015,2013,2014}","{Senior,Sophomore,Junior}","{25,25,25}","{Midfielder,Midfielder,Midfielder}","{5'4,5'4,5'4}","{145,145,145}","{http://www.aueagles.com/sports/m-soccer/2015-16/bios/hobart_dylan,http://www.aueagles.com/sports/m-soccer/2013-14/bios/agre_sam_jvzu,http://www.aueagles.com/sports/m-soccer/2014-15/bios/kerman_matt}"
Diego,McQuestion,Baltimore,MD,Gilman School,,Loyola University Maryland,PATRIOT,PRIVATE,4,0,39.360244,-76.634004,"{2010,2011,2013,2012}","{Freshman,Sophomore,Senior,Junior}","{25,10,10,10}","{Midfielder,Midfielder,Midfielder,Midfielder}","{6'2,6'2,6'2,6'2}","{165,165,165,165}","{https://loyolagreyhounds.com/roster.aspx?rp_id=2332,https://loyolagreyhounds.com/roster.aspx?rp_id=2289,https://loyolagreyhounds.com/roster.aspx?rp_id=2238,https://loyolagreyhounds.com/roster.aspx?rp_id=2263}"
Dimitri,Beauchamp,Bay Shore,NY,Bay Shore Senior High School,,American University,PATRIOT,PUBLIC,0,0,40.731545,-73.254352,"{2016,2015}","{Senior,Junior}","{12,12}","{Forward,Forward}","{6'1,6'1}","{185,185}","{http://www.aueagles.com/sports/m-soccer/2016-17/bios/plewes_john_rifc,http://www.aueagles.com/sports/m-soccer/2015-16/bios/hobart_dylan}"
DJ,Palmer,Manahawkin,NJ,Peddie School,,Yale University,IVY,PRIVATE,0,0,40.267309,-74.524489,{2017},{Freshman},{8},{Forward},{5'10},{175},{http://www.yalebulldogs.com/sports/m-soccer/2017-18/bios/schipper_kees_6r0g}
DJ,Williams,Fort Worth,TX,Fort Worth Country Day School,,SMU,AMERICAN ATHLETIC,PRIVATE,3,0,32.69295,-97.408451,"{2018,2017,2016}","{Junior,Sophomore,Freshman}","{15,31,31}","{Midfielder,Midfielder,Midfielder}","{5'9,5'9,5'9}","{150,150,150}","{https://smumustangs.com/roster.aspx?rp_id=9453,https://smumustangs.com/roster.aspx?rp_id=4814,https://smumustangs.com/roster.aspx?rp_id=4273}"
Djimon,Johnson,Bridgeport,CT,South Kent School,,Syracuse University,ATLANTIC COAST,PRIVATE,2,0,41.67788,-73.474811,"{2018,2017}","{Sophomore,Freshman}","{4,18}","{Midfielder,Midfielder}","{6'1,6'1}","{149,149}","{https://cuse.com/roster.aspx?rp_id=15564,https://cuse.com/roster.aspx?rp_id=13870}"
Donnie,Surdoval,Sparta,NJ,Delbarton School,,Dartmouth College,IVY,PRIVATE,3,1,40.78836,-74.531258,"{2007,2006,2010,2009,2008}","{Sophomore,Freshman,Senior,Senior,Junior}","{15,25,15,15,15}","{Defender,Defender,Defender,Defender,Defender}","{6'0,6'0,6'0,6'0,6'0}","{170,170,170,170,170}","{https://dartmouthsports.com/roster.aspx?rp_id=4423,https://dartmouthsports.com/roster.aspx?rp_id=3259,https://dartmouthsports.com/roster.aspx?rp_id=7195,https://dartmouthsports.com/roster.aspx?rp_id=6473,https://dartmouthsports.com/roster.aspx?rp_id=5318}"
Drew,Stanko,Wyomissing,PA,Berks Catholic High School,,Villanova University,BIG EAST,PRIVATE,0,0,40.32416,-75.944761,"{2014,2015}","{Freshman,Sophomore}","{0,0}","{Goalkeeper,Goalkeeper}","{6'2,6'2}","{180,180}","{https://villanova.com/roster.aspx?rp_id=2482,https://villanova.com/roster.aspx?rp_id=2459}"
Drew,Viscomi,Lookout Mountain,TN,McCallie School,,Northwestern University,BIG TEN,PRIVATE,2,0,35.02818,-85.262431,"{2017,2018}","{Freshman,Sophomore}","{19,19}","{Midfielder,Midfielder}","{5'7,5'7}","{150,150}","{https://nusports.com/roster.aspx?rp_id=5578&path=msoc,https://nusports.com/roster.aspx?rp_id=8115&path=msoc}"
Duncan,Payne,North Easton,MA,Thayer Academy,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,PRIVATE,0,0,42.20784,-71.006731,{2008},{Freshman},{27},{Defender},{6'3},{171},{https://nuhuskies.com/roster.aspx?rp_id=5489}
Dylan,Hobert,Carrollton,GA,Carrollton High School,,American University,PATRIOT,PUBLIC,4,1,33.565529,-85.0814,"{2015,2013,2012,2014}","{Senior,Sophomore,Freshman,Junior}","{1,1,1,1}","{Goalkeeper,Goalkeeper,Goalkeeper,Goalkeeper}","{6'3,6'3,6'3,6'3}","{190,190,190,190}","{http://www.aueagles.com/sports/m-soccer/2015-16/bios/hobart_dylan,http://www.aueagles.com/sports/m-soccer/2013-14/bios/agre_sam_jvzu,http://www.aueagles.com/sports/m-soccer/2012-13/bios/behm_peter,http://www.aueagles.com/sports/m-soccer/2014-15/bios/kerman_matt}"
Eamon,O'Connor,Wilmington,DE,Charter School of Wilmington,,Bucknell University,PATRIOT,PUBLIC,2,0,39.753642,-75.587488,"{2017,2018}","{Freshman,Sophomore}","{19,19}","{Defender,Defender}","{6'0,6'0}","{175,180}","{https://bucknellbison.com/roster.aspx?rp_id=2177,https://bucknellbison.com/roster.aspx?rp_id=4495}"
Eddie,Nam,Marietta,GA,The Lovett School,,Wofford College,SOUTHERN,PRIVATE,1,0,33.86002,-84.450031,"{2009,2010}","{Freshman,Sophomore}","{15,5}","{Midfielder,Midfielder}","{5'7,5'8}","{145,150}","{https://woffordterriers.com/roster.aspx?rp_id=1746,https://woffordterriers.com/roster.aspx?rp_id=2134}"
Eddie,Tejeda,Baltimore,MD,Calvert Hall College High School,,Loyola University Maryland,PATRIOT,PRIVATE,0,0,39.39157,-76.581171,{2007},{Sophomore},{26},{Midfielder},{5'6},{135},{https://loyolagreyhounds.com/roster.aspx?rp_id=2388}
Eduardo,Velazco,Miami,FL,Christopher Columbus High School,,Wofford College,SOUTHERN,PRIVATE,2,0,25.74164,-80.338611,"{2018,2017}","{Sophomore,Freshman}","{7,31}","{Midfielder,Midfielder}","{5'9,5'9}","{150,150}","{https://woffordterriers.com/roster.aspx?rp_id=5634,https://woffordterriers.com/roster.aspx?rp_id=5203}"
Eli,Pinner,Atlanta,GA,Paideia School,,Furman University,SOUTHERN,PRIVATE,3,1,33.77295,-84.336691,"{2014,2016,2013,2015}","{Sophomore,Senior,Freshman,Junior}","{19,19,19,19}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'6,5'6,5'6,5'6}","{156,156,156,156}","{http://www.furmanpaladins.com/sports/m-soccer/2014-15/bios/allardice_brady_la5b,http://www.furmanpaladins.com/sports/m-soccer/2016-17/bios/fisher_max_p3v6,http://www.furmanpaladins.com/sports/m-soccer/2013-14/bios/lissek_sven_sbal,http://www.furmanpaladins.com/sports/m-soccer/2015-16/bios/lissek_sven_z5cb}"
Elliot,Maker,Naples,ME,Cheverus High School,,Boston University,PATRIOT,PRIVATE,2,0,43.67976,-70.278411,"{2013,2014}","{Freshman,Sophomore}","{18,18}","{Midfielder,Midfielder}","{5'11,5'11}","{170,170}","{https://goterriers.com/roster.aspx?rp_id=3092,https://goterriers.com/roster.aspx?rp_id=3057}"
Elliott,Townsend,Freeport,ME,Freeport High School,,Syracuse University,ATLANTIC COAST,PUBLIC,4,0,43.85759,-70.110001,"{2009,2008,2006,2007}","{Senior,Junior,Freshman,Sophomore}","{11,11,27,11}","{Midfielder,Midfielder,Forward,Midfielder}","{6'4,6'4,6'4,6'4}","{180,180,180,180}","{https://cuse.com/roster.aspx?rp_id=6719,https://cuse.com/roster.aspx?rp_id=4919,https://cuse.com/roster.aspx?rp_id=3914,https://cuse.com/roster.aspx?rp_id=4436}"
Emeka,Eneli,Dublin,OH,Dublin Coffman High School,,Cornell University,IVY,PUBLIC,1,0,40.107343,-83.130496,{2018},{Freshman},{14},{Forward},{5'9},{155},{https://cornellbigred.com/roster.aspx?rp_id=48602&path=msoccer}
Emmanuel,Anning,Bronx,NY,Bronx Leadership Academy High School,,College of the Holy Cross,PATRIOT,PUBLIC,0,0,40.843402,-73.903071,{2016},{Sophomore},{31},{Goalkeeper},{5'7},{165},{https://goholycross.com/ViewArticle.dbml?ATCLID=211229091&DB_OEM_ID=33100&Q_SEASON=2016}
Emmett,Gordon,Brookline,MA,Belmont Hill School,,Northwestern University,BIG TEN,PRIVATE,4,0,42.405678,-71.182793,"{2016,2018,2017,2015}","{Sophomore,Senior,Junior,Freshman}","{22,22,22,22}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'10,5'10}","{145,145,145,145}","{https://nusports.com/roster.aspx?rp_id=4754&path=msoc,https://nusports.com/roster.aspx?rp_id=8097&path=msoc,https://nusports.com/roster.aspx?rp_id=5418&path=msoc,https://nusports.com/roster.aspx?rp_id=4391&path=msoc}"
Enda,O'Neill,Louisville,CO,Fairview High School,Wisconsin,Villanova University,BIG EAST,PUBLIC,1,0,39.972478,-105.245895,{2018},{Graduate},{22},{Defender},{6'1},{170},{https://villanova.com/roster.aspx?rp_id=7223}
Eric,Labourdette,New York,NY,Bronx High School of Science,,Georgetown University,BIG EAST,PUBLIC,2,0,40.878356,-73.890788,"{2011,2013,2012}","{Freshman,Junior,Sophomore}","{27,6,27}","{Midfielder,Midfielder,Midfielder}","{5'11,5'11,5'11}","{152,152,152}","{http://georgetown.sidearmsports.com/roster.aspx?rp_id=4375,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4307,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4352}"
Eric,McKenna,Great River,NY,East Islip High School,,Villanova University,BIG EAST,PUBLIC,3,0,40.749556,-73.181949,"{2015,2013,2016,2014}","{Junior,Freshman,Senior,Sophomore}","{13,5,13,5}","{Midfielder,Defender,Midfielder,Defender}","{6'2,6'2,6'2,6'2}","{180,180,180,180}","{https://villanova.com/roster.aspx?rp_id=2453,https://villanova.com/roster.aspx?rp_id=2503,https://villanova.com/roster.aspx?rp_id=2431,https://villanova.com/roster.aspx?rp_id=2478}"
Eric,Sugarman,Livingston,NJ,Livingston,,Brown University,IVY,PUBLIC,4,0,40.688734,-74.250662,"{2016,2015,2014,2013}","{Senior,Junior,Sophomore,Freshman}","{8,8,8,18}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'7,5'7,5'7,5'7}","{155,155,155,155}","{https://brownbears.com/roster.aspx?rp_id=3494,https://brownbears.com/roster.aspx?rp_id=3464,https://brownbears.com/roster.aspx?rp_id=3436,https://brownbears.com/roster.aspx?rp_id=3410}"
Eric,Tise,Cumming,GA,Forsyth Central High School,,Air Force Academy,WAC,PUBLIC,0,0,34.216006,-84.139851,"{2011,2012,2009,2010}","{Junior,Senior,Freshman,Sophomore}","{4,4,4,4}","{Defender,Defender,Defender,Defender}","{NULL,NULL,NULL,NULL}","{160,160,150,160}","{https://goairforcefalcons.com/roster.aspx?rp_id=3512,https://goairforcefalcons.com/roster.aspx?rp_id=3488,https://goairforcefalcons.com/roster.aspx?rp_id=3564,https://goairforcefalcons.com/roster.aspx?rp_id=3537}"
Eric,Whiteman,Elgin,IL,Elgin High School,,Army West Point,PATRIOT,PUBLIC,1,0,42.026988,-88.244644,"{2017,2018}","{Freshman,Sophomore}","{2,2}","{Defender,Defender}","{6'2,6'2}","{183,180}","{https://goarmywestpoint.com/roster.aspx?rp_id=10857&path=msoc,https://goarmywestpoint.com/roster.aspx?rp_id=13206&path=msoc}"
Ericson,Bean,Johns Creek,GA,Centennial High School,,Naval Academy,PATRIOT,PUBLIC,2,0,34.007068,-84.290745,"{2015,2016}","{Freshman,Sophomore}","{20,20}","{Defender,Defender}","{6'2,6'2}","{195,195}","{https://navysports.com/roster.aspx?rp_id=5325,https://navysports.com/roster.aspx?rp_id=5294}"
Ernie,McAlister,Braintree,MA,Thayer Academy,,Boston College,ATLANTIC COAST,PRIVATE,0,0,42.20784,-71.006731,"{2006,2008,2009,2007}","{Freshman,Junior,Senior,Sophomore}","{16,18,18,28}","{Back,Back,Back,Back}","{5'10,5'10,5'10,5'10}","{160,160,160,160}","{https://bceagles.com/roster.aspx?rp_id=3009,https://bceagles.com/roster.aspx?rp_id=2957,https://bceagles.com/roster.aspx?rp_id=2932,https://bceagles.com/roster.aspx?rp_id=2994}"
Ethan,Koehler,Maplewood,NJ,Columbia High School,,Georgetown University,BIG EAST,PUBLIC,1,0,40.735751,-74.266017,"{2018,2017}","{Sophomore,Freshman}","{24,24}","{Goalkeeper,Goalkeeper}","{6'2,6'2}","{190,185}","{http://georgetown.sidearmsports.com/roster.aspx?rp_id=8678,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4221}"
Ethan,Miller,Charlotte,NC,Providence Day School,,Wofford College,SOUTHERN,PRIVATE,3,0,35.16024,-80.780331,"{2010,2011,2012,2008,2009}","{Sophomore,Junior,Senior,Freshman,Sophomore}","{18,18,18,18,18}","{Midfielder,Midfielder,Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'10,5'10,5'10}","{160,165,165,160,160}","{https://woffordterriers.com/roster.aspx?rp_id=2133,https://woffordterriers.com/roster.aspx?rp_id=2572,https://woffordterriers.com/roster.aspx?rp_id=3124,https://woffordterriers.com/roster.aspx?rp_id=1362,https://woffordterriers.com/roster.aspx?rp_id=1730}"
Ethan,Singer,Clearwater,FL,Countryside High School,,Naval Academy,PATRIOT,PUBLIC,2,0,28.023318,-82.711579,"{2017,2018,2016}","{Sophomore,Junior,Freshman}","{8,8,8}","{Defender,Defender,Defender}","{NULL,6'1,NULL}","{175,180,175}","{https://navysports.com/roster.aspx?rp_id=5253,https://navysports.com/roster.aspx?rp_id=5237,https://navysports.com/roster.aspx?rp_id=5282}"
Felipe,Gastaldi,Atlanta,GA,Marist School,,Boston College,ATLANTIC COAST,PRIVATE,0,0,33.900768,-84.334583,{2014},{Freshman},{31},{Midfielder},{5'5},{145},{https://bceagles.com/roster.aspx?rp_id=2815}
Felipe,Godard,Geneva,Switzerland,International School of Geneva,,Syracuse University,ATLANTIC COAST,INTERNATIONAL,0,0,46.1987965,6.1723878,{2006},{Freshman},{9},{Midfielder},{6'1},{165},{https://cuse.com/roster.aspx?rp_id=3897}
Fernando,Duran,Annapolis,MD,DeMatha Catholic High School,,University of Pennsylvania,IVY,PRIVATE,0,0,38.95803,-76.942441,"{2007,2008}","{Freshman,Sophomore}","{23,23}","{Forward,Forward}","{6'2,6'2}","{NULL,NULL}","{https://pennathletics.com/roster.aspx?rp_id=7281,https://pennathletics.com/roster.aspx?rp_id=7257}"
Forrest,Clancy,London,England,Westminster School,,University of Pennsylvania,IVY,INTERNATIONAL,4,1,51.4981706,-0.1279779,"{2014,2012,2015,2013}","{Junior,Freshman,Senior,Sophomore}","{11,18,11,18}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'8,5'8,5'8,5'8}","{155,155,155,155}","{https://pennathletics.com/roster.aspx?rp_id=2271,https://pennathletics.com/roster.aspx?rp_id=2250,https://pennathletics.com/roster.aspx?rp_id=4284,https://pennathletics.com/roster.aspx?rp_id=2295}"
Frankie,Bergonzi,Westport,CT,Staples High School,,Colgate University,PATRIOT,PUBLIC,3,0,41.155483,-73.327796,"{2012,2013,2011}","{Sophomore,Junior,Freshman}","{16,16,16}","{Defender,Defender,Defender}","{6'0,6'0,6'0}","{175,175,175}","{https://gocolgateraiders.com/roster.aspx?rp_id=4818,https://gocolgateraiders.com/roster.aspx?rp_id=5473,https://gocolgateraiders.com/roster.aspx?rp_id=3817}"
Frederick,Elliot,Roseland,NJ,The Pingry School,,Columbia University,IVY,PRIVATE,0,0,40.620129,-74.567594,"{2012,2014,2015,2013}","{Freshman,Junior,Senior,Sophomore}","{19,11,7,8}","{Midfielder,Midfielder,Midfielder,Midfielder}","{6'0,6'0,6'0,6'0}","{180,180,180,180}","{https://gocolumbialions.com/roster.aspx?rp_id=6264,https://gocolumbialions.com/roster.aspx?rp_id=7180,https://gocolumbialions.com/roster.aspx?rp_id=7649,https://gocolumbialions.com/roster.aspx?rp_id=6783}"
Gabe,Hoffman-Johnson,Falmouth,ME,Falmouth High School,,Dartmouth College,IVY,PUBLIC,5,1,43.740505,-70.272499,"{2012,2010,2011,2014,2013}","{Junior,Freshman,Sophomore,Senior,Senior}","{8,8,8,8,8}","{Midfielder,Midfielder,Midfielder,Defender,Defender}","{5'11,5'11,5'11,5'11,5'11}","{165,165,165,165,165}","{https://dartmouthsports.com/roster.aspx?rp_id=8575,https://dartmouthsports.com/roster.aspx?rp_id=7179,https://dartmouthsports.com/roster.aspx?rp_id=7910,https://dartmouthsports.com/roster.aspx?rp_id=9879,https://dartmouthsports.com/roster.aspx?rp_id=9410}"
Gannon,Gardner,Colorado Springs,CO,Air Academy High School,,Air Force Academy,WAC,PUBLIC,0,0,38.967994,-104.84588,{2015},{Sophomore},{9999},{Forward},{NULL},{155},{https://goairforcefalcons.com/roster.aspx?rp_id=3419}
Garrett,McLaughlin,Oklahoma City,OK,Heritage Hall,,SMU,AMERICAN ATHLETIC,PRIVATE,3,2,35.59106,-97.542501,"{2017,2016,2018}","{Sophomore,Freshman,Junior}","{7,30,7}","{Forward,Forward,Forward}","{6'0,6'0,6'0}","{165,165,175}","{https://smumustangs.com/roster.aspx?rp_id=4805,https://smumustangs.com/roster.aspx?rp_id=4272,https://smumustangs.com/roster.aspx?rp_id=9436}"
Garrett,Opperman,Minneapolis,MN,Breck School,,Northwestern University,BIG TEN,PRIVATE,2,0,44.98068,-93.342491,"{2018,2017}","{Sophomore,Freshman}","{4,4}","{Defender,Defender}","{6'1,6'1}","{180,180}","{https://nusports.com/roster.aspx?rp_id=8108&path=msoc,https://nusports.com/roster.aspx?rp_id=5576&path=msoc}"
Gent,Celaj,Brookfield,CT,Brookfield High School,,Boston University,PATRIOT,PUBLIC,1,0,41.480146,-73.390539,{2018},{Freshman},{14},{Midfielder},{6'0},{175},{https://goterriers.com/roster.aspx?rp_id=12644}
George,Abunaw,West Hartford,CT,University High School of Science and Engineering,,Boston University,PATRIOT,PUBLIC,1,0,41.796407,-72.709586,{2018},{Sophomore},{25},{Back},{6'2},{180},{https://goterriers.com/roster.aspx?rp_id=12600}
George,Ramsay,Atlanta,GA,Druid Hills High School,,Davidson College,A-10,PUBLIC,0,0,33.793306,-84.315654,{2009},{Freshman},{11},{Midfielder},{6'1},{184},{https://davidsonwildcats.com/roster.aspx?rp_id=1039}
Glenn,Leitch,Downingtown,PA,Bishop Shanahan High School,,Loyola University Maryland,PATRIOT,PRIVATE,3,0,40.01007,-75.687701,"{2009,2007,2010}","{Junior,Sophomore,Senior}","{6,6,6}","{Midfielder,Defender,Midfielder}","{6'1,6'1,6'1}","{180,173,180}","{https://loyolagreyhounds.com/roster.aspx?rp_id=2355,https://loyolagreyhounds.com/roster.aspx?rp_id=2380,https://loyolagreyhounds.com/roster.aspx?rp_id=2315}"
Gogo,Kollie,Philadelphia,PA,Father Judge High School,,Syracuse University,ATLANTIC COAST,PRIVATE,1,0,40.04896,-75.024111,"{2013,2014}","{Junior,Senior}","{16,16}","{Midfielder,Midfielder}","{5'7,5'7}","{150,150}","{https://cuse.com/roster.aspx?rp_id=10284,https://cuse.com/roster.aspx?rp_id=10908}"
Grant,Chong,Brighton,MI,Brighton High School,,Syracuse University,ATLANTIC COAST,PUBLIC,3,0,42.526037,-83.794658,"{2013,2011,2012}","{Junior,Freshman,Sophomore}","{27,27,27}","{Forward,Forward,Forward}","{5'8,5'8,5'8}","{150,150,150}","{https://cuse.com/roster.aspx?rp_id=10267,https://cuse.com/roster.aspx?rp_id=8504,https://cuse.com/roster.aspx?rp_id=9213}"
Grant,Makela,Destin,FL,Fort Walton Beach High School,,SMU,AMERICAN ATHLETIC,PUBLIC,2,0,30.412078,-86.640535,"{2017,2018,2016}","{Sophomore,Junior,Freshman}","{29,1,29}","{Goalkeeper,Goalkeeper,Goalkeeper}","{6'4,6'4,6'4}","{180,200,180}","{https://smumustangs.com/roster.aspx?rp_id=4804,https://smumustangs.com/roster.aspx?rp_id=9451,https://smumustangs.com/roster.aspx?rp_id=4271}"
Grayson,Naquin,Scottsdale,AZ,Notre Dame Preparatory,,Army West Point,PATRIOT,PRIVATE,4,0,33.639,-111.871101,"{2018,2017,2016,2015}","{Senior,Junior,Sophomore,Freshman}","{18,18,18,18}","{Defender,Defender,Defender,Midfielder}","{5'10,5'9,5'9,5'9}","{175,175,175,175}","{https://goarmywestpoint.com/roster.aspx?rp_id=13199&path=msoc,https://goarmywestpoint.com/roster.aspx?rp_id=10839&path=msoc,https://goarmywestpoint.com/roster.aspx?rp_id=8612&path=msoc,https://goarmywestpoint.com/roster.aspx?rp_id=7328&path=msoc}"
Greg,Seifert,Woodland Park,NJ,Delbarton School,,Princeton University,IVY,PRIVATE,4,0,40.78836,-74.531258,"{2013,2014,2016,2015}","{Freshman,Sophomore,Senior,Junior}","{31,9,9,9}","{Midfielder,Defender,Defender,Defender}","{6'0,6'0,5'11,6'0}","{180,180,185,180}","{https://goprincetontigers.com/roster.aspx?rp_id=9743,https://goprincetontigers.com/roster.aspx?rp_id=9776,https://goprincetontigers.com/roster.aspx?rp_id=10444,https://goprincetontigers.com/roster.aspx?rp_id=9826}"
Griffin,Sabatini,Geneva,Switzerland,International School of Geneva,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,INTERNATIONAL,1,0,46.1987965,6.1723878,{2017},{Freshman},{19},{Midfielder},{5'8},{154},{https://nuhuskies.com/roster.aspx?rp_id=4834}
