id,Roster_Year,Number,First_Name,Last_Name,Potential_Starts,GP,GS,Is_Starter,College
6199,2007,1,Robert,Cavicchia,18,17,16,Y,Syracuse University
6200,2008,1,Robert,Cavicchia,17,17,17,Y,Syracuse University
6201,2018,20,Robert,Mooney,16,11,1,N,Yale University
6202,2011,16,Robertson,Eric,3,2,2,Y,Brown University
6203,2011,6,Robin,Alnas,18,10,5,N,Dartmouth College
6204,2012,6,Robin,Alnas,16,15,9,Y,Dartmouth College
6205,2013,6,Robin,Alnas,17,17,11,Y,Dartmouth College
6206,2014,6,Robin,Alnas,19,18,11,Y,Dartmouth College
6207,2014,10,Robin,Hupin,18,6,0,N,Wofford College
6208,2015,10,Robin,Hupin,18,13,5,N,Wofford College
6209,2016,10,Robin,Hupin,19,8,0,N,Wofford College
6210,2017,10,Robin,Hupin,19,15,2,N,Wofford College
6211,2009,21,Rocco,Schiaffino,19,10,4,N,Lafayette College
6212,2010,15,Rocco,Schiaffino,18,7,2,N,Lafayette College
6213,2011,15,Rocco,Schiaffino,18,16,16,Y,Lafayette College
6214,2016,15,Rocky,Guerra,18,15,4,N,Furman University
6215,2017,15,Rocky,Guerra,20,20,9,N,Furman University
6216,2018,19,Rocky,Guerra,22,22,22,Y,Furman University
6217,2018,9,Rocky,Antwi,17,9,4,N,Wofford College
6218,2015,22,Rodolfo,Postigo,21,6,2,N,Boston College
6219,2017,22,Rodolfo,Postigo,17,1,0,N,Boston College
6220,2018,22,Rodolfo,Postigo,16,2,0,N,Boston College
6221,2016,14,Rodrigo,D'Andrea,17,15,4,N,Brown University
6222,2017,8,Rodrigo,D'Andrea,17,15,12,Y,Brown University
6223,2018,8,Rodrigo,D'Andrea,17,15,15,Y,Brown University
6224,2006,5,Roger,Bothe,19,19,18,Y,College of William & Mary
6225,2007,5,Roger,Bothe,21,20,20,Y,College of William & Mary
6226,2008,5,Roger,Bothe,21,21,21,Y,College of William & Mary
6227,2009,5,Roger,Bothe,19,19,19,Y,College of William & Mary
6228,2015,15,Rollie,Rocha,22,1,1,N,SMU
6229,2017,6,Roman,Guiseppi,17,17,10,Y,Army West Point
6230,2018,6,Roman,Guiseppi,20,14,6,N,Army West Point
6231,2018,80,Ronaldinho,Diniz,16,11,2,N,Boston College
6232,2009,3,Ronnie,Shaban,17,16,13,Y,Colubmia University
6233,2010,3,Ronnie,Shaban,17,17,17,Y,Columbia University
6234,2011,3,Ronnie,Shaban,17,17,16,Y,Columbia University
6235,2012,5,Rory,Shepard,26,3,0,N,Georgetown University
6236,2017,19,Rory,Conway,16,10,4,N,Harvard University
6237,2016,4,Rory,Birse,18,8,5,N,College of the Holy Cross
6238,2017,4,Rory,Birse,20,13,4,N,College of the Holy Cross
6239,2018,3,Rory,Conway,16,8,3,N,Harvard University
6240,2018,4,Rory,Birse,17,15,12,Y,College of the Holy Cross
6241,2018,4,Rory,Madigan,16,1,1,N,Columbia University
6242,2010,18,Roshan,Patel,22,22,22,Y,College of William & Mary
6243,2011,18,Roshan,Patel,19,16,10,Y,College of William & Mary
6244,2012,18,Roshan,Patel,18,16,16,Y,College of William & Mary
6245,2013,18,Roshan,Patel,19,17,17,Y,College of William & Mary
6246,2006,24,Ross,Steinhilber,19,2,0,N,Furman University
6247,2010,4,Ross,Friedman,17,14,4,N,Harvard University
6248,2011,4,Ross,Friedman,17,17,17,Y,Harvard University
6249,2012,4,Ross,Friedman,17,8,7,N,Harvard University
6250,2013,4,Ross,Friedman,17,17,17,Y,Harvard University
6251,2014,4,Ross,Friedman,17,17,17,Y,Harvard University
6252,2008,24,Ross,Burki,17,16,2,N,Lehigh University
6253,2017,15,Rouven,Wahlfeldt,19,11,10,Y,Northwestern University
6254,2009,20,Rustin,Thomas,18,1,0,N,Wofford College
6255,2014,9,Ryan,Ward,18,18,14,Y,Air Force Academy
6256,2016,4,Ryan,Ward,22,22,18,Y,Air Force Academy
6257,2017,26,Ryan,Clary,20,1,0,N,Air Force Academy
6258,2006,26,Ryan,Leonard,19,3,2,N,American University
6259,2006,22,Ryan,Baker,19,4,0,N,American University
6260,2007,22,Ryan,Baker,18,9,7,N,American University
6261,2008,26,Ryan,Leonard,19,3,0,N,American University
6262,2008,22,Ryan,Baker,19,3,0,N,American University
6263,2009,19,Ryan,Morales,19,15,4,N,American University
6264,2009,26,Ryan,Leonard,19,2,1,N,American University
6265,2010,13,Ryan,Morales,19,19,16,Y,American University
6266,2011,13,Ryan,Morales,21,19,19,Y,American University
6267,2012,13,Ryan,Morales,19,18,16,Y,American University
6268,2009,1,Ryan,Currens,16,2,2,N,Army West Point
6269,2010,1,Ryan,Currens,17,13,13,Y,Army West Point
6270,2013,3,Ryan,Dunn,18,11,11,Y,Boston College
6271,2008,21,Ryan,Shea,21,19,7,N,Boston University
6272,2009,21,Ryan,Shea,18,16,0,N,Boston University
6273,2010,21,Ryan,Shea,17,16,3,N,Boston University
6274,2011,5,Ryan,McDuff,3,3,3,Y,Brown University
6275,2012,5,Ryan,McDuff,19,19,19,Y,Brown University
6276,2017,1,Ryan,Ott,19,14,14,Y,Bucknell University
6277,2012,6,Ryan,Groffie,19,8,3,N,Colgate University
6278,2013,6,Ryan,Groffie,20,2,0,N,Colgate University
6279,2014,6,Ryan,Groffie,18,7,2,N,Colgate University
6280,2015,6,Ryan,Groffie,19,1,1,N,Colgate University
6281,2015,30,Ryan,Bellavance,19,13,0,N,Colgate University
6282,2017,6,Ryan,Bellavance,24,4,2,N,Colgate University
6283,2009,19,Ryan,Scully,17,10,7,N,Colubmia University
6284,2007,26,Ryan,McDaniel,20,6,0,N,Duke University
6285,2008,7,Ryan,McDaniel,20,14,7,N,Duke University
6286,2009,9,Ryan,Finley,21,21,21,Y,Duke University
6287,2009,4,Ryan,Ruffing,21,20,9,N,Duke University
6288,2009,7,Ryan,McDaniel,21,21,21,Y,Duke University
6289,2009,23,Ryan,Brown,21,7,0,N,Duke University
6290,2010,9,Ryan,Finley,20,18,17,Y,Duke University
6291,2011,23,Ryan,Brown,22,16,1,N,Duke University
6292,2012,14,Ryan,Thompson,18,17,14,Y,Duke University
6293,2013,14,Ryan,Thompson,19,3,0,N,Duke University
6294,2015,14,Ryan,Thompson,19,16,9,N,Duke University
6295,2016,14,Ryan,Thompson,17,8,8,N,Duke University
6296,2006,6,Ryan,O'Hanlon,17,13,0,N,College of the Holy Cross
6297,2008,12,Ryan,O'Hanlon,19,11,0,N,College of the Holy Cross
6298,2008,21,Ryan,Hall,19,1,0,N,College of the Holy Cross
6299,2009,5,Ryan,O'Hanlon,16,16,14,Y,College of the Holy Cross
6300,2009,21,Ryan,Hall,16,2,1,N,College of the Holy Cross
6301,2013,14,Ryan,Gavey,20,20,20,Y,College of the Holy Cross
6302,2013,24,Ryan,Kingsley,20,3,0,N,College of the Holy Cross
6303,2014,14,Ryan,Gavey,17,17,17,Y,College of the Holy Cross
6304,2015,14,Ryan,Gavey,18,17,17,Y,College of the Holy Cross
6305,2016,14,Ryan,Gavey,18,14,14,Y,College of the Holy Cross
6306,2009,15,Ryan,McNeill,19,1,0,N,Lafayette College
6307,2010,25,Ryan,Wetherhold,18,4,0,N,Lafayette College
6308,2011,10,Ryan,Dodds,18,18,1,N,Lafayette College
6309,2012,10,Ryan,Dodds,21,13,8,N,Lafayette College
6310,2013,10,Ryan,Dodds,18,18,18,Y,Lafayette College
6311,2013,17,Ryan,Egan,18,18,18,Y,Lafayette College
6312,2014,17,Ryan,Egan,18,17,16,Y,Lafayette College
6313,2014,10,Ryan,Dodds,18,12,7,N,Lafayette College
6314,2015,17,Ryan,Egan,18,17,17,Y,Lafayette College
6315,2016,17,Ryan,Egan,18,18,17,Y,Lafayette College
6316,2016,29,Ryan,Goncalves,18,18,14,Y,Lafayette College
6317,2017,17,Ryan,Goncalves,18,18,17,Y,Lafayette College
6318,2012,2,Ryan,Bertrando,17,17,13,Y,Lehigh University
6319,2013,2,Ryan,Bertrando,17,15,13,Y,Lehigh University
6320,2014,2,Ryan,Bertrando,19,19,8,N,Lehigh University
6321,2015,2,Ryan,Bertrando,22,19,14,Y,Lehigh University
6322,2013,4,Ryan,Tuck,17,17,17,Y,Loyola University Maryland
6323,2014,4,Ryan,Tuck,17,17,17,Y,Loyola University Maryland
6324,2016,4,Ryan,Tuck,18,18,17,Y,Loyola University Maryland
6325,2017,12,Ryan,O'Connor,18,13,7,N,Loyola University Maryland
6326,2006,16,Ryan,Trespalacios,16,4,3,N,Naval Academy
6327,2007,7,Ryan,Trespalacios,17,6,1,N,Naval Academy
6328,2014,23,Ryan,Savitt,20,1,0,N,Naval Academy
6329,2008,12,Ryan,Burnham,21,18,13,Y,Northeastern University
6330,2009,9,Ryan,Burnham,19,18,18,Y,Northeastern University
6331,2010,9,Ryan,Burnham,17,17,17,Y,Northeastern University
6332,2011,9,Ryan,Burnham,19,17,15,Y,Northeastern University
6333,2012,24,Ryan,Wagner,21,4,0,N,Northeastern University
6334,2006,15,Ryan,Teager,16,1,0,N,Syracuse University
6335,2007,7,Ryan,McCormick,18,13,3,N,Syracuse University
6336,2009,1,Ryan,Jones,18,17,16,Y,Syracuse University
6337,2010,18,Ryan,Tessler,17,2,2,N,Syracuse University
6338,2010,1,Ryan,Jones,17,4,2,N,Syracuse University
6339,2011,18,Ryan,Tessler,16,16,16,Y,Syracuse University
6340,2012,18,Ryan,Tessler,21,9,2,N,Syracuse University
6341,2006,2,Ryan,Miller,23,23,23,Y,University of Notre Dame
6342,2007,2,Ryan,Miller,24,24,24,Y,University of Notre Dame
6343,2011,21,Ryan,Finley,18,17,0,N,University of Notre Dame
6344,2012,17,Ryan,Finley,22,22,0,N,University of Notre Dame
6345,2016,0,Ryan,Krutz,21,1,0,N,University of Notre Dame
6346,2009,23,Ryan,Whalen,19,19,18,Y,Villanova University
6347,2010,23,Ryan,Whalen,19,19,19,Y,Villanova University
6348,2010,20,Ryan,Quane,19,2,0,N,Villanova University
6349,2011,11,Ryan,Whalen,21,21,21,Y,Villanova University
6350,2011,20,Ryan,Quane,21,6,0,N,Villanova University
6351,2012,11,Ryan,Whalen,20,20,20,Y,Villanova University
6352,2012,20,Ryan,Quane,20,13,5,N,Villanova University
6353,2006,8,Ryan,Overdevest,19,15,4,N,College of William & Mary
6354,2006,18,Ryan,Sells,19,16,3,N,College of William & Mary
6355,2007,8,Ryan,Overdevest,21,21,17,Y,College of William & Mary
6356,2007,18,Ryan,Sells,21,9,1,N,College of William & Mary
6357,2008,9,Ryan,Snyder,21,1,0,N,College of William & Mary
6358,2009,9,Ryan,Snyder,19,13,2,N,College of William & Mary
6359,2010,9,Ryan,Snyder,22,16,0,N,College of William & Mary
6360,2012,20,Ryan,Flesch,18,18,8,N,College of William & Mary
6361,2013,9,Ryan,Flesch,19,18,14,Y,College of William & Mary
6362,2013,2,Ryan,Perry,19,4,3,N,College of William & Mary
6363,2014,9,Ryan,Flesch,18,18,12,Y,College of William & Mary
6364,2014,2,Ryan,Perry,18,9,4,N,College of William & Mary
6365,2015,9,Ryan,Flesch,17,14,14,Y,College of William & Mary
6366,2015,2,Ryan,Perry,17,17,17,Y,College of William & Mary
6367,2016,2,Ryan,Perry,21,3,1,N,College of William & Mary
6368,2011,4,Ryan,Hurst,19,4,4,N,Wofford College
6369,2012,4,Ryan,Hurst,21,21,21,Y,Wofford College
6370,2013,4,Ryan,Hurst,19,17,16,Y,Wofford College
6371,2014,4,Ryan,Hurst,18,18,18,Y,Wofford College
6372,2013,0,Ryan,Simpson,17,2,1,N,Yale University
6373,2014,0,Ryan,Simpson,17,5,5,N,Yale University
6374,2015,1,Ryan,Simpson,17,9,9,Y,Yale University
6375,2016,1,Ryan,Simpson,16,1,1,N,Yale University
6376,2016,12,Ryan,Matteo,16,15,11,Y,Yale University
6377,2017,12,Ryan,Matteo,16,16,14,Y,Yale University
6378,2018,12,Ryan,Matteo,16,13,9,Y,Yale University
6379,2018,2,Ryan,Bayne,17,15,14,Y,Cornell University
6380,2018,1,Ryan,Shellow,17,16,16,Y,Cornell University
6381,2018,17,Ryan,Goncalves,17,17,16,Y,Lafayette College
6382,2018,15,Ryan,Krueger,23,13,4,N,Colgate University
6383,2018,6,Ryan,Bellavance,23,22,16,Y,Colgate University
6384,2018,1,Ryan,Ott,17,16,16,Y,Bucknell University
6385,2018,30,Ryan,Clare,18,9,3,N,Princeton University
6386,2018,1,Ryan,Krutz,21,11,11,Y,University of Notre Dame
6387,2018,23,Ryan,Raposo,18,18,16,Y,Syracuse University
6388,2018,12,Ryan,Ludwick,21,17,15,Y,Stanford University
6389,2018,12,Ryan,Massoud,16,16,14,Y,Northeastern University
6390,2018,5,Ryan,Clary,22,12,0,N,Air Force Academy
6391,2015,11,Ryder,Bell,17,17,6,N,College of William & Mary
6392,2016,11,Ryder,Bell,21,19,16,Y,College of William & Mary
6393,2017,11,Ryder,Bell,21,21,21,Y,College of William & Mary
6394,2018,11,Ryder,Bell,18,14,12,Y,College of William & Mary
6395,2012,10,Rylan,Collins,17,11,5,N,Lehigh University
6396,2013,10,Rylan,Collins,17,2,0,N,Lehigh University
6397,2016,13,Sebastian,EL Abdellaoui,22,5,0,N,Colgate University
6398,2013,26,S.,Stray-Gunderson,17,15,15,Y,Dartmouth College
6399,2014,26,S.,Stray-Gunderson,19,7,3,N,Dartmouth College
6400,2015,21,Sten,Stray-Gundersen,19,19,18,Y,Dartmouth College
6401,2012,9,S.,Stamoulacatos,21,21,18,Y,Syracuse University
6402,2013,8,Sagar,Jambusaria,17,14,9,Y,Northwestern University
6403,2014,8,Sagar,Jambusaria,19,7,1,N,Northwestern University
6404,2015,8,Sagar,Jambusaria,18,5,2,N,Northwestern University
6405,2006,10,Sal,Caccavale,19,19,18,Y,American University
6406,2006,12,Sal,Fusari,17,5,0,N,Lafayette College
6407,2012,17,Salman,Brache,19,1,0,N,American University
6408,2012,26,Sam,Kernan-Schloss,19,19,19,Y,Brown University
6409,2017,1,Sam,Bissett,17,12,12,Y,Davidson College
6410,2015,8,Sam,Brown,17,17,17,Y,Harvard University
6411,2016,8,Sam,Brown,15,15,15,Y,Harvard University
6412,2007,21,Sam,Feldbaum,20,4,1,N,Lafayette College
6413,2008,10,Sam,Feldbaum,19,11,3,N,Lafayette College
6414,2009,10,Sam,Feldbaum,19,9,4,N,Lafayette College
6415,2010,10,Sam,Feldbaum,18,17,4,N,Lafayette College
6416,2017,22,Sam,Steinberg,19,5,0,N,Lehigh University
6417,2010,22,Sam,Bradley,18,9,0,N,Loyola University Maryland
6418,2016,6,Sam,Carter,18,15,8,N,Loyola University Maryland
6419,2017,32,Sam,Brown,18,18,14,Y,Loyola University Maryland
6420,2017,6,Sam,Carter,18,17,16,Y,Loyola University Maryland
6421,2008,11,Sam,Lepley,18,18,18,Y,Naval Academy
6422,2008,26,Sam,Miller,18,15,8,N,Naval Academy
6423,2009,27,Sam,Miller,19,18,8,N,Naval Academy
6424,2009,18,Sam,Lepley,19,16,11,Y,Naval Academy
6425,2010,24,Sam,Miller,16,16,11,Y,Naval Academy
6426,2010,18,Sam,Lepley,16,16,14,Y,Naval Academy
6427,2011,24,Sam,Miller,19,19,19,Y,Naval Academy
6428,2013,11,Sam,Bascom,22,20,4,N,Naval Academy
6429,2014,11,Sam,Bascom,20,20,19,Y,Naval Academy
6430,2015,11,Sam,Bascom,18,18,18,Y,Naval Academy
6431,2016,11,Sam,Bascom,18,18,18,Y,Naval Academy
6432,2013,21,Sam,Marley,18,3,0,N,Northeastern University
6433,2014,7,Sam,Forsgren,19,18,10,Y,Northwestern University
6434,2015,7,Sam,Forsgren,18,18,11,Y,Northwestern University
6435,2016,7,Sam,Forsgren,18,17,4,N,Northwestern University
6436,2017,27,Sam,Morton,17,1,1,N,Princeton University
6437,2015,23,Sam,Werner,23,21,7,N,Stanford University
6438,2016,23,Sam,Werner,23,23,7,N,Stanford University
6439,2017,23,Sam,Werner,23,23,17,Y,Stanford University
6440,2010,29,Sam,Tover,17,1,0,N,Syracuse University
6441,2012,16,Sam,Engs,16,8,0,N,University of Pennsylvania
6442,2013,27,Sam,Hayward,18,18,4,N,University of Pennsylvania
6443,2013,16,Sam,Engs,18,2,0,N,University of Pennsylvania
6444,2014,16,Sam,Engs,17,6,2,N,University of Pennsylvania
6445,2014,12,Sam,Wancowicz,17,15,13,Y,University of Pennsylvania
6446,2015,12,Sam,Wancowicz,16,9,8,Y,University of Pennsylvania
6447,2016,3,Sam,Wancowicz,17,14,13,Y,University of Pennsylvania
6448,2016,12,Sam,Hefter,17,16,6,N,University of Pennsylvania
6449,2017,3,Sam,Wancowicz,3,3,3,Y,University of Pennsylvania
6450,2017,13,Sam,Hefter,3,2,0,N,University of Pennsylvania
6451,2015,1,Sam,Onyeador,17,3,3,N,College of William & Mary
6452,2017,5,Sam,Golan,21,21,20,Y,College of William & Mary
6453,2016,2,Sam,Ross,19,18,15,Y,Wofford College
6454,2017,2,Sam,Ross,19,19,16,Y,Wofford College
6455,2017,27,Sam,Friedrich,19,3,0,N,Wofford College
6456,2018,10,Sam,Brown,16,13,13,Y,Harvard University
6457,2018,5,Sam,Golan,18,18,18,Y,College of William & Mary
6458,2018,1,Sam,Onyeador,18,11,10,Y,College of William & Mary
6459,2018,24,Sam,Millikan,20,10,2,N,Army West Point
6460,2018,32,Sam,Brown,17,17,13,Y,Loyola University Maryland
6461,2018,6,Sam,Carter,17,12,1,N,Loyola University Maryland
6462,2018,26,Sam,Raben,21,21,21,Y,Wake Forest University
6463,2018,22,Sam,Steinberg,19,9,0,N,Lehigh University
6464,2018,21,Sam,Hatem,16,9,1,N,Columbia University
6465,2018,2,Sam,Ross,17,12,12,Y,Wofford College
6466,2018,15,Sam,Friedrich,17,6,0,N,Wofford College
6467,2006,11,Samuel,Appiah,19,19,14,Y,Boston University
6468,2007,11,Samuel,Appiah,20,20,20,Y,Boston University
6469,2008,4,Samuel,Appiah,21,21,21,Y,Boston University
6470,2009,4,Samuel,Appiah,18,18,18,Y,Boston University
6471,2013,16,Samuel,Rosen,17,15,10,Y,Dartmouth College
6472,2015,16,Samuel,Rosen,19,17,4,N,Dartmouth College
6473,2011,20,Samuel,Suskind,17,1,0,N,Princeton University
6474,2012,20,Samuel,Suskind,16,2,0,N,Princeton University
6475,2013,20,Samuel,Suskind,17,3,1,N,Princeton University
6476,2014,20,Samuel,Suskind,17,3,0,N,Princeton University
6477,2011,20,Sanford,Spivey,18,18,18,Y,Boston University
6478,2012,20,Sanford,Spivey,18,17,17,Y,Boston University
6479,2014,20,Sanford,Spivey,20,10,4,N,Boston University
6480,2007,16,Santiago,Bedoya,19,19,19,Y,Northeastern University
6481,2008,16,Santiago,Bedoya,21,21,21,Y,Northeastern University
6482,2009,16,Santiago,Bedoya,19,19,19,Y,Northeastern University
6483,2010,16,Santiago,Bedoya,17,17,17,Y,Northeastern University
6484,2015,25,Sasha,Boussina,20,7,2,N,Boston University
6485,2016,24,Satchel,Cortet,17,14,2,N,Boston University
6486,2017,24,Satchel,Cortet,19,17,14,Y,Boston University
6487,2018,24,Satchel,Cortet,19,17,16,Y,Boston University
6488,2014,26,Saul,Downie,17,10,2,N,Yale University
6489,2015,26,Saul,Downie,17,8,1,N,Yale University
6490,2018,31,Saul,Chavarria,17,1,0,N,Cornell University
6491,2018,24,Saviour,Anyagri,17,17,15,Y,Wofford College
6492,2017,27,Sawyer,Gaffney,17,6,5,N,Davidson College
6493,2012,27,Sawyer,Gilmore,17,2,0,N,Naval Academy
6494,2014,26,Sawyer,Gilmore,20,10,5,N,Naval Academy
6495,2015,26,Sawyer,Gilmore,18,8,0,N,Naval Academy
6496,2018,1,Sawyer,Gaffney,18,18,18,Y,Davidson College
6497,2017,21,Schuyler,Fuchsman,19,3,0,N,Boston University
6498,2014,15,Scott,McGillivray,18,18,18,Y,Air Force Academy
6499,2010,3,Scott,Brown,19,12,1,N,Colgate University
6500,2011,3,Scott,Brown,22,10,0,N,Colgate University
6501,2013,3,Scott,Brown,20,14,1,N,Colgate University
6502,2011,11,Scott,Caldwell,16,14,2,N,Cornell University
6503,2006,2,Scott,Larrabee,17,17,5,N,Georgetown University
6504,2007,2,Scott,Larrabee,19,19,19,Y,Georgetown University
6505,2008,2,Scott,Larrabee,19,19,19,Y,Georgetown University
6506,2009,2,Scott,Larrabee,19,19,19,Y,Georgetown University
6507,2009,3,Scott,Prozeller,19,19,11,Y,Harvard University
6508,2010,3,Scott,Prozeller,17,16,16,Y,Harvard University
6509,2011,3,Scott,Prozeller,17,17,17,Y,Harvard University
6510,2012,3,Scott,Prozeller,17,17,17,Y,Harvard University
6511,2006,2,Scott,Hawkins,17,17,17,Y,Lafayette College
6512,2006,1,Scott,Backus,17,11,11,Y,Lafayette College
6513,2007,2,Scott,Hawkins,20,18,18,Y,Lafayette College
6514,2006,23,Scott,Robertson,16,8,5,N,Naval Academy
6515,2007,23,Scott,Robertson,17,17,17,Y,Naval Academy
6516,2008,23,Scott,Robertson,18,17,16,Y,Naval Academy
6517,2009,14,Scott,Robertson,19,19,19,Y,Naval Academy
6518,2007,0,Scott,Partridge,19,3,2,N,Northeastern University
6519,2008,0,Scott,Partridge,21,21,21,Y,Northeastern University
6520,2009,0,Scott,Partridge,19,15,14,Y,Northeastern University
6521,2010,21,Scott,Lakin,18,14,13,Y,Northwestern University
6522,2011,21,Scott,Lakin,21,16,7,N,Northwestern University
6523,2012,21,Scott,Lakin,22,22,22,Y,Northwestern University
6524,2013,21,Scott,Lakin,17,16,7,N,Northwestern University
6525,2015,21,Scott,Forbes,16,1,0,N,University of Pennsylvania
6526,2016,21,Scott,Forbes,17,2,1,N,University of Pennsylvania
6527,2017,21,Scott,Forbes,3,2,2,Y,University of Pennsylvania
6528,2011,2,Scott,Keogh,21,1,0,N,Villanova University
6529,2006,22,Scott,Kelsey,19,1,0,N,College of William & Mary
6530,2008,25,Scott,Redding,19,15,4,N,Wofford College
6531,2009,25,Scott,Redding,18,15,1,N,Wofford College
6532,2009,14,Scott,Armbrust,17,17,11,Y,Yale University
6533,2010,14,Scott,Armbrust,17,14,13,Y,Yale University
6534,2012,14,Scott,Armbrust,17,16,14,Y,Yale University
6535,2013,14,Scott,Armbrust,17,15,6,N,Yale University
6536,2018,21,Scott,Forbes,16,16,16,Y,University of Pennsylvania
6537,2007,14,Sean,Kim,18,8,0,N,Army West Point
6538,2008,11,Sean,Kim,17,13,6,N,Army West Point
6539,2009,11,Sean,Kim,16,14,10,Y,Army West Point
6540,2010,9,Sean,Kim,17,15,5,N,Army West Point
6541,2011,14,Sean,Mogan,18,18,17,Y,Army West Point
6542,2012,14,Sean,Mogan,17,14,14,Y,Army West Point
6543,2013,14,Sean,Mogan,18,18,17,Y,Army West Point
6544,2014,14,Sean,Mogan,20,20,20,Y,Army West Point
6545,2011,10,Sean,Rosa,3,3,3,Y,Brown University
6546,2007,1,Sean,Milligan,18,18,18,Y,Dartmouth College
6547,2008,16,Sean,Milich,19,8,0,N,Dartmouth College
6548,2008,1,Sean,Milligan,19,19,19,Y,Dartmouth College
6549,2009,1,Sean,Donovan,18,16,16,Y,Dartmouth College
6550,2010,1,Sean,Donovan,20,10,10,Y,Dartmouth College
6551,2011,1,Sean,Donovan,18,1,1,N,Dartmouth College
6552,2012,1,Sean,Donovan,16,2,1,N,Dartmouth College
6553,2011,6,Sean,Davis,22,12,10,N,Duke University
6554,2012,6,Sean,Davis,18,18,18,Y,Duke University
6555,2013,6,Sean,Davis,19,19,19,Y,Duke University
6556,2014,6,Sean,Davis,19,16,16,Y,Duke University
