id,Roster_Year,Number,First_Name,Last_Name,Potential_Starts,GP,GS,Is_Starter,College
3773,2018,22,Jonny,Nierenberg,17,14,14,Y,Dartmouth College
3774,2011,8,Jordan,Manley,21,8,0,N,American University
3775,2012,8,Jordan,Manley,19,19,19,Y,American University
3776,2013,8,Jordan,Manley,20,5,5,N,American University
3777,2014,8,Jordan,Manley,19,19,18,Y,American University
3778,2015,8,Jordan,Manley,22,22,21,Y,American University
3779,2016,28,Jordan,Schreer,21,1,0,N,American University
3780,2010,2,Jordan,Reese,17,14,11,Y,Army West Point
3781,2011,2,Jordan,Reese,18,8,7,N,Army West Point
3782,2012,22,Jordan,Lee,17,14,0,N,Army West Point
3783,2013,22,Jordan,Lee,18,14,0,N,Army West Point
3784,2013,10,Jordan,Barker,17,17,13,Y,Boston University
3785,2014,10,Jordan,Barker,20,20,20,Y,Boston University
3786,2015,26,Jordan,McNair,19,2,0,N,Dartmouth College
3787,2017,26,Jordan,McNair,17,4,3,N,Dartmouth College
3788,2017,2,Jordan,Hill,17,15,14,Y,Davidson College
3789,2007,29,Jordan,Lewis,20,1,0,N,Duke University
3790,2008,29,Jordan,Lewis,20,3,0,N,Duke University
3791,2009,29,Jordan,Lewis,21,13,1,N,Duke University
3792,2006,16,Jordan,Howard,19,16,5,N,Furman University
3793,2007,16,Jordan,Howard,23,22,2,N,Furman University
3794,2008,16,Jordan,Howard,20,20,1,N,Furman University
3795,2009,16,Jordan,Howard,18,17,7,N,Furman University
3796,2008,2,Jordan,Michael,19,19,18,Y,College of the Holy Cross
3797,2009,2,Jordan,Michael,16,16,12,Y,College of the Holy Cross
3798,2010,2,Jordan,Michael,18,10,10,Y,College of the Holy Cross
3799,2011,2,Jordan,Michael,17,9,8,N,College of the Holy Cross
3800,2013,0,Jordan,Watson,17,2,1,N,Loyola University Maryland
3801,2017,29,Jordan,Wiley,18,10,0,N,Loyola University Maryland
3802,2015,2,Jordan,Cano,22,20,20,Y,SMU
3803,2015,5,Jordan,Speed,22,1,0,N,SMU
3804,2016,2,Jordan,Cano,16,16,15,Y,SMU
3805,2017,2,Jordan,Cano,21,21,21,Y,SMU
3806,2014,13,Jordan,Morris,19,15,15,Y,Stanford University
3807,2015,13,Jordan,Morris,23,18,18,Y,Stanford University
3808,2011,4,Jordan,Murrell,16,15,15,Y,Syracuse University
3809,2012,2,Jordan,Vale,21,21,21,Y,Syracuse University
3810,2012,4,Jordan,Murrell,21,21,21,Y,Syracuse University
3811,2013,4,Jordan,Murrell,18,17,17,Y,Syracuse University
3812,2014,4,Jordan,Murrell,21,21,21,Y,Syracuse University
3813,2014,26,Jordan,Petitt,18,8,7,N,College of William & Mary
3814,2015,5,Jordan,Petitt,17,2,0,N,College of William & Mary
3815,2016,5,Jordan,Petitt,21,2,0,N,College of William & Mary
3816,2015,34,Jordan,Poff,18,9,0,N,Wofford College
3817,2009,9,Jordan,Raybould,17,17,16,Y,Yale University
3818,2018,17,Jordan,Bailon,17,10,3,N,Dartmouth College
3819,2018,26,Jordan,McNair,17,10,4,N,Dartmouth College
3820,2018,2,Jordan,Hill,18,18,18,Y,Davidson College
3821,2008,2,Jordie,Ciuffetelli,17,15,7,N,Lehigh University
3822,2009,2,Jordie,Ciuffetelli,18,18,10,Y,Lehigh University
3823,2010,2,Jordie,Ciuffetelli,18,18,18,Y,Lehigh University
3824,2011,2,Jordie,Ciuffetelli,18,18,18,Y,Lehigh University
3825,2017,21,Jorge,Burke,20,4,0,N,Georgetown University
3826,2013,17,Jorge,Acosta,18,5,0,N,Northeastern University
3827,2018,21,Jorge,Burke,21,1,0,N,Georgetown University
3828,2018,1,Jorma,Gorns,16,2,0,N,Harvard University
3829,2017,26,Jose,Palomo,17,1,0,N,Boston College
3830,2011,23,Jose,Salama,3,3,1,N,Brown University
3831,2012,9,Jose,Salama,19,10,0,N,Brown University
3832,2013,9,Jose,Salama,17,17,15,Y,Brown University
3833,2007,3,Jose,Colchao,19,16,1,N,Georgetown University
3834,2008,11,Jose,Colchao,19,19,10,Y,Georgetown University
3835,2009,11,Jose,Colchao,19,19,19,Y,Georgetown University
3836,2010,11,Jose,Colchao,20,20,19,Y,Georgetown University
3837,2013,24,Jose,Moros Obregon,18,3,0,N,Northeastern University
3838,2018,9,Jose,Del Valle,20,12,10,Y,Northwestern University
3839,2017,26,Joe,Ortiz,20,2,0,N,Air Force Academy
3840,2012,2,Joseph,Chabries,17,1,0,N,Army West Point
3841,2013,2,Joseph,Chabries,18,16,4,N,Army West Point
3842,2016,5,Joseph,Lee,17,17,12,Y,Brown University
3843,2017,5,Joseph,Lee,17,16,3,N,Brown University
3844,2008,14,Joseph,Pak,20,19,13,Y,Duke University
3845,2010,14,Joseph,Pak,20,5,0,N,Duke University
3846,2011,14,Joseph,Pak,22,21,12,Y,Duke University
3847,2006,0,Joseph,Alexander,19,1,0,N,Harvard University
3848,2007,0,Joseph,Alexander,18,3,0,N,Harvard University
3849,2008,0,Joseph,Alexander,18,7,6,N,Harvard University
3850,2006,25,Joseph,Cherackel,17,12,8,N,College of the Holy Cross
3851,2013,23,Joseph,Metzger,20,13,4,N,College of the Holy Cross
3852,2014,12,Joseph,Metzger,17,3,0,N,College of the Holy Cross
3853,2015,12,Joseph,Metzger,18,9,1,N,College of the Holy Cross
3854,2016,12,Joseph,Metzger,18,13,11,Y,College of the Holy Cross
3855,2006,14,Joseph,Clemente,20,20,8,N,Lehigh University
3856,2007,14,Joseph,Clemente,17,17,2,N,Lehigh University
3857,2011,2,Joseph,Cahalan,18,4,2,N,Loyola University Maryland
3858,2012,2,Joseph,Cahalan,20,20,14,Y,Loyola University Maryland
3859,2013,2,Joseph,Cahalan,17,17,17,Y,Loyola University Maryland
3860,2014,2,Joseph,Cahalan,17,17,17,Y,Loyola University Maryland
3861,2016,30,Joseph,Nichols,18,1,1,N,Loyola University Maryland
3862,2017,0,Joseph,Nichols,18,0,0,N,Loyola University Maryland
3863,2011,20,Joseph,Greenspan,19,19,19,Y,Naval Academy
3864,2012,20,Joseph,Greenspan,17,17,16,Y,Naval Academy
3865,2013,20,Joseph,Greenspan,22,22,20,Y,Naval Academy
3866,2014,20,Joseph,Greenspan,20,20,20,Y,Naval Academy
3867,2006,10,Joseph,Lapira,23,23,20,Y,University of Notre Dame
3868,2007,10,Joseph,Lapira,24,24,20,Y,University of Notre Dame
3869,2010,18,Joseph,Schmid,19,19,17,Y,Villanova University
3870,2018,5,Joseph,Lee,17,17,8,N,Brown University
3871,2009,16,Josh,Koeppe,16,15,1,N,Army West Point
3872,2010,6,Josh,Koeppe,17,17,16,Y,Army West Point
3873,2011,6,Josh,Koeppe,18,18,18,Y,Army West Point
3874,2012,6,Josh,Koeppe,17,17,17,Y,Army West Point
3875,2017,20,Josh,Barkoff,19,17,7,N,Boston University
3876,2012,1,Josh,Weiner,19,1,0,N,Brown University
3877,2013,16,Josh,Butler,17,4,0,N,Brown University
3878,2013,1,Josh,Weiner,17,16,16,Y,Brown University
3879,2014,16,Josh,Butler,17,1,0,N,Brown University
3880,2015,16,Josh,Butler,17,6,1,N,Brown University
3881,2016,16,Josh,Butler,17,7,0,N,Brown University
3882,2007,18,Josh,Bienenfeld,20,20,15,Y,Duke University
3883,2008,18,Josh,Bienenfeld,20,20,20,Y,Duke University
3884,2009,18,Josh,Bienenfeld,21,20,20,Y,Duke University
3885,2006,2,Josh,Mattock,19,3,0,N,Furman University
3886,2007,2,Josh,Mattock,23,6,0,N,Furman University
3887,2007,0,Josh,Zimmer,23,3,0,N,Furman University
3888,2008,2,Josh,Mattock,20,4,0,N,Furman University
3889,2008,1,Josh,Zimmer,20,10,10,Y,Furman University
3890,2009,1,Josh,Zimmer,18,1,0,N,Furman University
3891,2010,11,Josh,Lietch,21,20,6,N,Furman University
3892,2010,20,Josh,Fusan,21,21,10,N,Furman University
3893,2012,20,Josh,Fusan,19,10,1,N,Furman University
3894,2013,20,Josh,Fusan,18,17,1,N,Furman University
3895,2012,11,Josh,Turnley,26,6,0,N,Georgetown University
3896,2013,11,Josh,Turnley,21,20,20,Y,Georgetown University
3897,2014,11,Josh,Turnley,23,23,23,Y,Georgetown University
3898,2015,11,Josh,Turnley,21,18,18,Y,Georgetown University
3899,2006,22,Josh,Lahre,19,3,0,N,Harvard University
3900,2006,7,Josh,Trott,17,17,17,Y,College of the Holy Cross
3901,2011,3,Josh,Cintas,17,17,16,Y,College of the Holy Cross
3902,2012,10,Josh,Cintas,17,17,14,Y,College of the Holy Cross
3903,2013,10,Josh,Cintas,20,18,16,Y,College of the Holy Cross
3904,2015,25,Josh,Newman,18,1,0,N,College of the Holy Cross
3905,2009,23,Josh,Brown,19,19,15,Y,Lafayette College
3906,2010,6,Josh,Brown,18,18,18,Y,Lafayette College
3907,2011,6,Josh,Brown,18,17,16,Y,Lafayette College
3908,2012,6,Josh,Brown,21,21,20,Y,Lafayette College
3909,2015,23,Josh,Kruczek,18,16,1,N,Lafayette College
3910,2015,24,Josh,Koval,18,17,13,Y,Lafayette College
3911,2016,23,Josh,Kruczek,18,17,5,N,Lafayette College
3912,2016,24,Josh,Koval,18,10,6,N,Lafayette College
3913,2017,24,Josh,Koval,18,15,2,N,Lafayette College
3914,2017,23,Josh,Kruczek,18,6,0,N,Lafayette College
3915,2007,15,Josh,Taylor,23,23,23,Y,Loyola University Maryland
3916,2008,15,Josh,Taylor,21,19,19,Y,Loyola University Maryland
3917,2016,15,Josh,Fawole,18,18,13,Y,Loyola University Maryland
3918,2017,15,Josh,Fawole,18,15,13,Y,Loyola University Maryland
3919,2007,20,Josh,Pike,17,5,2,N,Naval Academy
3920,2008,20,Josh,Pike,18,18,8,N,Naval Academy
3921,2009,22,Josh,Adelman,19,13,2,N,Naval Academy
3922,2014,27,Josh,Calderon,20,6,0,N,Naval Academy
3923,2015,28,Josh,Calderon,18,6,0,N,Naval Academy
3924,2016,28,Josh,Calderon,18,5,0,N,Naval Academy
3925,2017,28,Josh,Calderon,17,2,0,N,Naval Academy
3926,2008,21,Josh,Semerene,21,17,1,N,Northeastern University
3927,2009,4,Josh,Danesh,19,19,18,Y,Northeastern University
3928,2009,21,Josh,Semerene,19,19,5,N,Northeastern University
3929,2010,21,Josh,Semerene,17,16,7,N,Northeastern University
3930,2011,21,Josh,Semerene,19,17,13,Y,Northeastern University
3931,2007,26,Josh,Walburn,17,14,14,Y,Princeton University
3932,2008,15,Josh,Walburn,17,15,14,Y,Princeton University
3933,2009,15,Josh,Walburn,18,18,18,Y,Princeton University
3934,2010,15,Josh,Walburn,18,15,14,Y,Princeton University
3935,2012,22,Josh,Miller,16,6,0,N,Princeton University
3936,2013,22,Josh,Miller,17,17,17,Y,Princeton University
3937,2014,23,Josh,Miller,17,14,14,Y,Princeton University
3938,2014,0,Josh,Haberman,17,1,0,N,Princeton University
3939,2015,23,Josh,Miller,17,17,17,Y,Princeton University
3940,2015,0,Josh,Haberman,17,4,4,N,Princeton University
3941,2016,1,Josh,Haberman,17,15,15,Y,Princeton University
3942,2007,22,Josh,Thiermann,24,11,1,N,University of Notre Dame
3943,2008,22,Josh,Thiermann,21,14,0,N,University of Notre Dame
3944,2009,17,Josh,Thiermann,23,18,4,N,University of Notre Dame
3945,2012,11,Josh,West,18,15,2,N,College of William & Mary
3946,2013,11,Josh,West,19,19,19,Y,College of William & Mary
3947,2014,11,Josh,West,18,18,18,Y,College of William & Mary
3948,2016,15,Josh,Cox,21,2,0,N,College of William & Mary
3949,2013,6,Josh,Schooler,19,6,0,N,Wofford College
3950,2014,6,Josh,Schooler,18,4,1,N,Wofford College
3951,2014,15,Josh,Totte,17,12,4,N,Yale University
3952,2015,22,Josh,Totte,17,17,10,Y,Yale University
3953,2016,22,Josh,Totte,16,16,7,N,Yale University
3954,2017,22,Josh,Totte,16,15,14,Y,Yale University
3955,2018,23,Josh,Kruczek,17,16,1,N,Lafayette College
3956,2018,24,Josh,Koval,17,11,4,N,Lafayette College
3957,2018,15,Josh,Fawole,17,16,9,Y,Loyola University Maryland
3958,2018,20,Josh,Barkoff,19,17,17,Y,Boston University
3959,2018,19,Josh,Luchini,19,19,18,Y,Lehigh University
3960,2018,31,Josh,Hurwitz,19,4,1,N,Boston University
3961,2015,23,Joshua,Forbes,21,13,11,Y,Boston College
3962,2016,23,Joshua,Forbes,21,17,15,Y,Boston College
3963,2017,23,Joshua,Forbes,17,14,14,Y,Boston College
3964,2007,20,Joshua,Medcalf,20,19,7,N,Duke University
3965,2013,5,Joshua,Yaro,21,17,17,Y,Georgetown University
3966,2014,5,Joshua,Yaro,23,23,23,Y,Georgetown University
3967,2015,5,Joshua,Yaro,21,17,17,Y,Georgetown University
3968,2011,11,Josh,West,19,19,9,N,College of William & Mary
3969,2018,23,Joshua,Forbes,16,14,13,Y,Boston College
3970,2018,4,Joshua,Berney,18,5,2,N,SMU
3971,2015,11,Josiah,Baker,19,19,3,N,Furman University
3972,2016,11,Josiah,Baker,18,18,3,N,Furman University
3973,2017,11,Josiah,Baker,20,18,14,Y,Furman University
3974,2018,2,Josiah,Bostic,18,13,9,Y,American University
3975,2018,11,Josiah,Baker,22,20,10,N,Furman University
3976,2006,17,JP,Kuykendall,19,19,12,Y,American University
3977,2015,1,JT,Marcinkowski,21,21,21,Y,Georgetown University
3978,2016,1,JT,Marcinkowski,17,16,15,Y,Georgetown University
3979,2017,1,JT,Marcinkowski,20,20,20,Y,Georgetown University
3980,2015,10,Juan,Sanchez,22,1,1,N,SMU
3981,2017,16,Julian,Flores,20,4,0,N,Air Force Academy
3982,2008,16,Julian,McIntosh,20,3,0,N,Duke University
3983,2009,16,Julian,McIntosh,21,4,0,N,Duke University
3984,2010,16,Julian,McIntosh,20,3,0,N,Duke University
3985,2011,16,Julian,McIntosh,22,6,0,N,Duke University
3986,2011,25,Julian,Plummer,18,18,18,Y,Lafayette College
3987,2012,25,Julian,Plummer,21,21,2,N,Lafayette College
3988,2013,25,Julian,Plummer,18,18,18,Y,Lafayette College
3989,2014,25,Julian,Plummer,18,18,18,Y,Lafayette College
3990,2007,11,Juliano,Cantillo,23,23,23,Y,Loyola University Maryland
3991,2012,23,Julian,Saldana,20,2,0,N,Loyola University Maryland
3992,2011,10,Julian,Griggs,17,11,6,N,Princeton University
3993,2012,10,Julian,Griggs,16,7,7,N,Princeton University
3994,2013,10,Julian,Griggs,17,5,0,N,Princeton University
3995,2014,10,Julian,Griggs,17,4,1,N,Princeton University
3996,2014,10,Julian,Buescher,21,20,20,Y,Syracuse University
3997,2015,10,Julian,Buescher,25,25,25,Y,Syracuse University
3998,2016,24,Julian,Ngoh,21,11,2,N,College of William & Mary
3999,2017,24,Julian,Ngoh,21,21,3,N,College of William & Mary
4000,2018,24,Julian,Ngoh,18,14,11,Y,College of William & Mary
4001,2018,25,Julian,Zighelboim,20,20,20,Y,Northwestern University
4002,2018,16,Julian,Flores,22,8,0,N,Air Force Academy
4003,2018,18,Julio,Fulcar,18,10,0,N,Syracuse University
4004,2006,24,Justin,Turco,19,17,2,N,American University
4005,2008,20,Justin,Good,17,1,0,N,Army West Point
4006,2012,4,Justin,Kim,17,12,3,N,Army West Point
4007,2013,4,Justin,Kim,18,16,16,Y,Army West Point
4008,2013,19,Justin,Santos,18,8,0,N,Army West Point
4009,2014,4,Justin,Kim,20,19,16,Y,Army West Point
4010,2016,1,Justin,Stoll,19,15,14,Y,Army West Point
4011,2017,1,Justin,Stoll,17,17,17,Y,Army West Point
4012,2015,27,Justin,O'Brien,17,1,0,N,Brown University
4013,2016,27,Justin,O'Brien,17,16,16,Y,Brown University
4014,2017,4,Justin,O'Brien,17,10,2,N,Brown University
4015,2006,18,Justin,Burney,17,15,3,N,Colgate University
4016,2007,18,Justin,Burney,20,14,5,N,Colgate University
4017,2011,15,Justin,Orden,16,5,1,N,Cornell University
4018,2007,14,Justin,Schwarz,18,2,0,N,Dartmouth College
4019,2009,16,Justin,Ciambella,18,1,0,N,Dartmouth College
4020,2010,18,Justin,Rosner,20,1,0,N,Dartmouth College
4021,2011,3,Justin,Rosner,18,2,1,N,Dartmouth College
4022,2012,3,Justin,Rosner,16,10,3,N,Dartmouth College
4023,2013,3,Justin,Rosner,17,14,13,Y,Dartmouth College
4024,2015,14,Justin,Donawa,19,10,5,N,Dartmouth College
4025,2016,14,Justin,Donawa,19,17,13,Y,Dartmouth College
4026,2017,14,Justin,Donawa,17,17,13,Y,Dartmouth College
4027,2007,1,Justin,Papadakis,20,16,16,Y,Duke University
4028,2006,25,Justin,Kondos,17,17,3,N,Georgetown University
4029,2007,25,Justin,Kondos,19,5,0,N,Georgetown University
4030,2008,25,Justin,Kondos,19,8,0,N,Georgetown University
4031,2015,12,Justin,Crichlow,17,11,8,N,Harvard University
4032,2016,14,Justin,Crichlow,15,14,12,Y,Harvard University
4033,2017,14,Justin,Crichlow,16,14,10,Y,Harvard University
4034,2014,8,Justin,Carfora,17,17,14,Y,College of the Holy Cross
4035,2015,8,Justin,Carfora,18,17,17,Y,College of the Holy Cross
4036,2016,8,Justin,Carfora,18,17,16,Y,College of the Holy Cross
4037,2017,8,Justin,Carfora,20,19,19,Y,College of the Holy Cross
4038,2006,18,Justin,Esposito,17,13,9,Y,Lafayette College
4039,2007,18,Justin,Kamine,20,9,0,N,Lafayette College
4040,2008,18,Justin,Kamine,19,17,16,Y,Lafayette College
4041,2009,18,Justin,Kamine,19,18,18,Y,Lafayette College
4042,2010,18,Justin,Kamine,18,17,17,Y,Lafayette College
4043,2013,12,Justin,Worley,17,17,17,Y,Lehigh University
4044,2014,12,Justin,Worley,19,19,19,Y,Lehigh University
4045,2015,12,Justin,Worley,22,22,22,Y,Lehigh University
4046,2016,12,Justin,Worley,18,18,18,Y,Lehigh University
4047,2017,28,Justin,Friedlander,18,1,0,N,Loyola University Maryland
4048,2006,9,Justin,Waskey,16,13,12,Y,Naval Academy
4049,2007,9,Justin,Waskey,17,17,11,Y,Naval Academy
4050,2015,14,Justin,Kahl,23,5,0,N,Stanford University
4051,2016,14,Justin,Kahl,23,13,3,N,Stanford University
4052,2007,19,Justin,Arena,18,15,0,N,Syracuse University
4053,2008,3,Justin,Arena,17,17,11,Y,Syracuse University
4054,2009,3,Justin,Arena,18,15,9,Y,Syracuse University
4055,2010,3,Justin,Arena,17,17,16,Y,Syracuse University
4056,2017,4,Justin,Earle,18,5,3,N,Syracuse University
4057,2006,9,Justin,McGeeney,23,22,22,Y,University of Notre Dame
4058,2006,21,Justin,Morrow,23,21,0,N,University of Notre Dame
4059,2007,21,Justin,Morrow,24,24,20,Y,University of Notre Dame
4060,2008,21,Justin,Morrow,21,21,21,Y,University of Notre Dame
4061,2009,21,Justin,Morrow,23,23,23,Y,University of Notre Dame
4062,2006,15,Justin,Yeash,17,2,1,N,Villanova University
4063,2009,8,Justin,Song,17,16,13,Y,Yale University
4064,2016,3,Justin,Lobe,16,14,13,Y,Yale University
4065,2017,3,Justin,Lobe,16,15,14,Y,Yale University
4066,2018,3,Justin,Lobe,16,16,14,Y,Yale University
4067,2018,1,Justin,Stoll,20,20,20,Y,Army West Point
4068,2018,11,Justin,McMaster,21,18,8,N,Wake Forest University
4069,2018,4,Justin,O'Brien,17,13,1,N,Brown University
4070,2018,5,Justin,Scharf,19,5,2,N,Lehigh University
4071,2018,28,Justin,Friedlander,17,1,0,N,Loyola University Maryland
4072,2018,31,Justin,Lawrence,17,1,0,N,Loyola University Maryland
4073,2018,14,Justin,Donawa,17,6,4,N,Dartmouth College
4074,2012,16,Juuso,Pasanen,21,14,4,N,Syracuse University
4075,2013,6,Juuso,Pasanen,18,17,15,Y,Syracuse University
4076,2014,6,Juuso,Pasanen,21,21,14,Y,Syracuse University
4077,2015,6,Juuso,Pasanen,25,24,24,Y,Syracuse University
4078,2008,20,Kade,Krichko,21,1,0,N,Northeastern University
4079,2009,20,Kade,Krichko,19,1,0,N,Northeastern University
4080,2016,28,Kalifa,Sylla,20,5,0,N,Syracuse University
4081,2015,20,Kamal,Miller,25,25,25,Y,Syracuse University
4082,2016,20,Kamal,Miller,20,20,20,Y,Syracuse University
4083,2017,5,Kamal,Miller,18,16,16,Y,Syracuse University
4084,2018,5,Kamal,Miller,18,17,17,Y,Syracuse University
4085,2011,4,Kamar,Saint-Louis,17,3,0,N,University of Pennsylvania
4086,2012,4,Kamar,Saint-Louis,16,16,12,Y,University of Pennsylvania
4087,2013,4,Kamar,Saint-Louis,18,18,11,Y,University of Pennsylvania
4088,2014,4,Kamar,Saint-Louis,17,17,17,Y,University of Pennsylvania
4089,2018,11,Kari,Petursson,19,16,11,Y,Boston University
4090,2016,3,Karim,Hussamy,18,1,0,N,Lafayette College
4091,2017,3,Karim,Hussamy,18,17,5,N,Lafayette College
4092,2014,17,Karl,Brown,18,5,1,N,Colgate University
4093,2015,17,Karl,Brown,19,11,10,Y,Colgate University
4094,2016,17,Karl,Brown,22,22,21,Y,Colgate University
4095,2017,17,Karl,Brown,24,20,18,Y,Colgate University
4096,2008,12,Karl,Digbeu,21,9,2,N,Loyola University Maryland
4097,2009,12,Karl,Digbeu,22,5,0,N,Loyola University Maryland
4098,2011,18,Karl,Rumph,19,8,7,N,Northeastern University
4099,2007,4,Karol,Wasielewski,18,18,18,Y,Syracuse University
4100,2008,4,Karol,Wasielewski,17,17,17,Y,Syracuse University
4101,2006,5,Karsten,Smith,19,15,4,N,American University
4102,2007,5,Karsten,Smith,18,17,16,Y,American University
4103,2008,5,Karsten,Smith,19,17,17,Y,American University
4104,2009,5,Karsten,Smith,19,17,17,Y,American University
4105,2015,16,Kay,Duit,22,1,1,N,SMU
4106,2018,4,Kazu,Shigenobu,18,9,1,N,Princeton University
4107,2013,32,Keady,Segel,18,7,7,N,Boston College
4108,2014,32,Keady,Segel,16,1,1,N,Boston College
4109,2012,19,Keagan,McDonnell,18,2,0,N,Boston University
4110,2015,20,Keaton,Hinze,18,11,2,N,Wofford College
4111,2010,17,Keegan,Carter,20,4,0,N,Georgetown University
4112,2011,17,Keegan,Carter,19,8,1,N,Georgetown University
4113,2012,12,Keegan,Rosenberry,26,25,25,Y,Georgetown University
4114,2013,12,Keegan,Rosenberry,21,21,21,Y,Georgetown University
4115,2014,12,Keegan,Rosenberry,23,23,23,Y,Georgetown University
4116,2015,12,Keegan,Rosenberry,21,21,21,Y,Georgetown University
4117,2016,19,Keenan,O'Shea,19,18,17,Y,Army West Point
4118,2017,19,Keenan,O'Shea,17,17,16,Y,Army West Point
4119,2018,9,Keenan,O'Shea,20,20,20,Y,Army West Point
4120,2015,0,Kees,Schipper,17,8,8,N,Yale University
4121,2016,0,Kees,Schipper,16,15,14,Y,Yale University
4122,2017,0,Kees,Schipper,16,8,8,Y,Yale University
4123,2007,22,Kegan,Reilly,18,16,16,Y,Army West Point
4124,2018,13,Kei,Tomozawa,21,9,0,N,Stanford University
4125,2006,1,Keith,Bauer,17,11,11,Y,College of the Holy Cross
4126,2008,1,Keith,Bauer,19,1,0,N,College of the Holy Cross
4127,2012,16,Keith,Bond,17,7,1,N,Yale University
4128,2013,17,Keith,Bond,17,13,1,N,Yale University
4129,2014,10,Keith,Bond,17,7,2,N,Yale University
4130,2015,10,Keith,Bond,17,11,6,N,Yale University
4131,2010,6,Kelvin,Madzongwe,17,17,17,Y,Boston University
4132,2011,6,Kelvin,Madzongwe,18,16,15,Y,Boston University
4133,2012,6,Kelvin,Madzongwe,18,3,3,N,Boston University
4134,2013,6,Kelvin,Madzongwe,17,8,8,N,Boston University
4135,2014,6,Kelvin,Madzongwe,20,18,18,Y,Boston University
4136,2015,19,Kelvin,Naito,20,1,0,N,Boston University
4137,2006,26,Kenn,Stearns,17,4,2,N,Lafayette College
4138,2007,10,Kenn,Stearns,20,13,4,N,Lafayette College
4139,2008,6,Kenn,Stearns,19,9,0,N,Lafayette College
4140,2017,24,Kennedy,Davis,17,1,0,N,Dartmouth College
4141,2018,24,Kennedy,Davis,17,1,1,N,Dartmouth College
4142,2009,23,Kenneth,Leslie,16,8,0,N,Army West Point
4143,2007,18,Kenny,Caceros,18,13,5,N,Syracuse University
4144,2008,5,Kenny,Caceros,17,17,9,Y,Syracuse University
4145,2009,5,Kenny,Caceros,18,18,18,Y,Syracuse University
4146,2014,22,Kenny,Lassiter,21,1,0,N,Syracuse University
4147,2015,22,Kenny,Lassiter,25,19,1,N,Syracuse University
4148,2016,22,Kenny,Lassiter,20,19,7,N,Syracuse University
4149,2016,19,Kentaro,Morrison,22,22,3,N,Colgate University
4150,2017,19,Kentaro,Morrison,24,19,16,Y,Colgate University
4151,2018,19,Kentaro,Morrison,23,23,22,Y,Colgate University
4152,2008,12,Kentrel,Owens,19,19,18,Y,Wofford College
4153,2009,12,Kentrel,Owens,18,18,18,Y,Wofford College
4154,2011,24,Keon,Parsa,19,2,2,N,Georgetown University
4155,2012,24,Keon,Parsa,26,7,6,N,Georgetown University
4156,2013,24,Keon,Parsa,21,4,0,N,Georgetown University
4157,2018,8,Kepler,Despinos,17,15,5,N,Cornell University
4158,2014,2,Kevin,Meyer,18,14,1,N,Air Force Academy
4159,2012,29,Kevin,Maguire,19,2,0,N,American University
4160,2010,23,Kevin,Beerman,17,4,0,N,Army West Point
4161,2011,23,Kevin,Beerman,18,4,0,N,Army West Point
4162,2011,12,Kevin,Gavey,3,3,1,N,Brown University
4163,2012,12,Kevin,Gavey,19,18,16,Y,Brown University
4164,2017,20,Kevin,Gulizio,19,3,0,N,Bucknell University
4165,2006,12,Kevin,Toomey,17,17,17,Y,Colgate University
4166,2009,20,Kevin,Power,17,2,1,N,Colubmia University
4167,2009,10,Kevin,Dzierzawski,18,18,12,Y,Dartmouth College
4168,2010,10,Kevin,Dzierzawski,20,6,5,N,Dartmouth College
4169,2011,10,Kevin,Dzierzawski,18,17,17,Y,Dartmouth College
4170,2011,23,Kevin,O'Brien,18,1,0,N,Dartmouth College
4171,2012,10,Kevin,Dzierzawski,16,16,16,Y,Dartmouth College
4172,2007,23,Kevin,Stevenson,20,4,0,N,Duke University
4173,2018,6,Kevin,Feucht,20,4,4,N,Duke University
4174,2006,13,Kevin,Norman,19,16,12,Y,Furman University
4175,2006,25,Kevin,Traynor,19,7,3,N,Furman University
4176,2012,14,Kevin,Pahl,19,15,3,N,Furman University
4177,2013,14,Kevin,Pahl,18,16,5,N,Furman University
4178,2014,14,Kevin,Pahl,22,22,5,N,Furman University
4179,2014,18,Kevin,Edelmann,22,20,20,Y,Furman University
4180,2015,14,Kevin,Pahl,19,19,5,N,Furman University
4181,2015,18,Kevin,Edelmann,19,3,3,N,Furman University
4182,2016,18,Kevin,Edelmann,18,9,2,N,Furman University
4183,2017,18,Kevin,Edelmann,20,20,20,Y,Furman University
4184,2010,21,Kevin,Harrington,17,5,2,N,Harvard University
4185,2011,21,Kevin,Harrington,17,16,14,Y,Harvard University
4186,2012,21,Kevin,Harrington,17,11,2,N,Harvard University
4187,2013,21,Kevin,Harrington,17,17,17,Y,Harvard University
4188,2014,21,Kevin,Harrington,17,17,17,Y,Harvard University
4189,2010,23,Kevin,O'Connell,18,18,16,Y,College of the Holy Cross
4190,2010,30,Kevin,Meinert,18,1,1,N,College of the Holy Cross
4191,2011,23,Kevin,O'Connell,17,15,7,N,College of the Holy Cross
4192,2012,23,Kevin,O'Connell,17,16,9,Y,College of the Holy Cross
4193,2012,30,Kevin,Wright,17,12,11,Y,College of the Holy Cross
4194,2013,30,Kevin,Wright,20,18,18,Y,College of the Holy Cross
4195,2014,30,Kevin,Wright,17,17,16,Y,College of the Holy Cross
4196,2014,30,Kevin,Wright,17,17,16,Y,College of the Holy Cross
4197,2015,30,Kevin,Wright,18,18,18,Y,College of the Holy Cross
4198,2006,21,Kevin,Miller,17,14,1,N,Lafayette College
